date,_label_nic_down:1,_label_tc_delay:1,_label_vdb_hack:1,dev_sdc_tps,dev_sdc_rd_sec,dev_sdc_wr_sec,dev_sdc_avgrq-sz,dev_sdc_await,dev_sdc_svctm,dev_sde_tps,dev_sde_rd_sec,dev_sde_wr_sec,dev_sde_avgrq-sz,dev_sde_avgqu-sz,dev_sde_await,dev_sde_svctm,dev_sdg_tps,dev_sdg_wr_sec,dev_sdg_avgrq-sz,dev_sdg_await,dev_sdg_svctm,cached,dirty,cpu_all_usr,cpu_all_sys,iface_enp6s0f0_rxpck,iface_enp6s0f0_txpck,iface_enp6s0f0_rxkB,iface_enp6s0f0_txkB,iface_enp6s0f1_rxpck,iface_enp6s0f1_txpck,iface_enp6s0f1_rxkB,iface_enp6s0f1_txkB,iface_enp131s0f0_rxpck,iface_enp131s0f0_txpck,iface_enp131s0f0_rxkB,iface_enp131s0f0_txkB,iface_enp131s0f1_rxpck,iface_enp131s0f1_txpck,iface_enp131s0f1_rxkB,iface_enp131s0f1_txkB
10/04 17:15:46,,,,133.0,18098.0,24082.0,317.14,29.29,6.2,122.0,13636.0,26126.0,325.92,5.83,38.8,6.87,119.0,23464.0,286.96,24.44,6.73,709248,680,0.23,0.35,639.0,97.0,49.78,16.99,2194.0,1504.0,11232.06,9640.41,3619.0,3079.0,20706.79,21432.25,1842.0,1497.0,7753.06,10406.74
10/04 17:15:48,,,,129.0,10886.0,25356.0,280.95,29.36,6.45,152.0,18646.0,27356.0,302.64,4.32,48.39,5.93,98.0,18638.0,291.96,23.45,7.14,709324,756,0.25,0.33,641.0,103.0,49.72,17.63,1941.0,1482.0,8593.78,9693.3,3347.0,2902.0,18529.19,19965.32,2037.0,1417.0,9717.22,8609.98
10/04 17:15:50,,,,108.0,12986.0,19512.0,300.91,23.93,6.14,181.0,18610.0,32320.0,281.38,8.43,42.01,5.48,151.0,30722.0,348.7,48.74,5.9,709400,792,0.25,0.33,641.0,105.0,50.52,17.03,2040.0,2134.0,8731.66,15481.62,4413.0,3883.0,26083.79,27039.72,1812.0,1492.0,7583.78,10095.91
10/04 17:15:52,,,,147.0,20880.0,26710.0,323.74,41.32,5.67,162.0,15502.0,30398.0,283.33,6.55,42.19,5.44,146.0,24972.0,271.12,29.51,5.99,709476,868,0.28,0.38,647.0,91.0,51.39,16.33,1915.0,1627.0,8361.43,10908.88,3944.0,3685.0,21608.72,25764.54,2212.0,1605.0,10842.99,10775.1
10/04 17:15:54,,,,135.0,14946.0,19302.0,253.69,34.2,6.04,149.0,17082.0,21912.0,261.7,6.45,38.37,5.93,117.0,19254.0,291.86,27.44,7.03,709548,960,0.33,0.35,643.0,105.0,51.63,17.03,1550.0,1573.0,5163.42,11187.4,3721.0,3451.0,20074.55,23732.43,1680.0,1297.0,6511.46,8344.62
10/04 17:15:56,,,,145.0,7134.0,32238.0,271.53,35.36,6.12,144.0,17966.0,25948.0,304.96,5.53,40.03,6.04,109.0,22324.0,318.24,28.83,6.88,709628,988,0.23,0.38,637.0,97.0,50.61,16.72,2062.0,1842.0,9337.05,12558.82,4280.0,2932.0,26466.3,18947.15,1757.0,1820.0,6153.96,12992.45
10/04 17:15:58,,,,103.0,9870.0,20570.0,295.53,19.99,6.89,165.0,19726.0,27252.0,284.72,3.87,23.67,5.4,121.0,21636.0,304.36,30.4,6.24,709708,1072,0.25,0.35,630.0,106.0,51.29,17.8,1631.0,1620.0,5894.28,11284.1,3715.0,3313.0,21105.11,22662.92,1753.0,1453.0,7144.3,9934.44
10/04 17:16:00,,,,126.0,12274.0,16248.0,226.37,33.89,6.22,137.0,23352.0,19830.0,315.2,3.64,26.64,5.94,168.0,22770.0,288.83,47.29,5.57,709788,1120,0.28,0.35,633.0,97.0,50.72,16.27,1575.0,1342.0,5856.42,9229.88,3459.0,4197.0,16333.47,31025.24,1858.0,1170.0,8595.54,7091.55
10/04 17:16:02,,,,116.0,11886.0,23616.0,306.05,48.3,5.53,110.0,13158.0,17732.0,280.82,5.87,52.93,5.61,99.0,12358.0,276.08,49.91,6.02,709864,1196,0.25,0.33,636.0,104.0,51.49,17.42,1663.0,1441.0,6663.67,10047.0,3502.0,2846.0,20136.91,20214.36,1504.0,1281.0,4995.01,8886.46
10/04 17:16:04,,,,145.0,17282.0,23512.0,281.34,29.7,5.45,145.0,22384.0,25530.0,330.44,3.48,51.19,5.65,140.0,26292.0,277.41,47.57,6.75,709940,620,0.25,0.33,635.0,108.0,50.68,17.93,1738.0,1550.0,7117.44,10506.39,3778.0,3726.0,20546.99,26375.26,1847.0,1586.0,7868.23,10813.92
10/04 17:16:06,,,,153.0,13986.0,30116.0,288.25,45.04,6.26,190.0,32944.0,25974.0,310.09,8.62,43.15,5.15,148.0,29292.0,300.16,36.93,6.18,710016,392,0.25,0.4,636.0,97.0,51.26,16.52,2491.0,1472.0,13784.21,8723.34,4049.0,4328.0,21444.75,31340.1,2180.0,1866.0,10141.1,12785.53
10/04 17:16:08,,,,183.17,18639.6,31299.01,272.64,41.81,5.44,140.59,15956.44,24964.36,291.06,5.48,41.27,6.23,172.28,27398.02,311.98,44.44,5.79,710060,440,0.27,0.27,628.71,100.99,49.89,16.87,2541.58,1749.5,13273.63,10921.11,4035.64,4253.47,22015.29,30777.78,2166.34,1672.28,10421.24,11006.06
10/04 17:16:10,,,,161.39,17576.24,29629.7,292.5,59.25,6.04,121.78,15849.5,18164.36,279.3,2.47,20.11,6.05,159.41,26192.08,299.13,91.62,6.07,710140,512,0.25,0.2,620.79,98.02,48.54,16.46,1698.02,1473.27,6600.8,10011.69,3845.54,3900.99,20750.16,27739.53,1882.18,1537.62,8422.1,10397.77
10/04 17:16:12,,,,122.0,12230.0,22626.0,285.7,30.93,6.4,157.0,16204.0,29588.0,291.67,5.59,44.46,5.67,154.0,24196.0,277.86,42.16,6.16,710220,484,0.27,0.22,653.0,109.0,51.12,17.99,2291.0,1460.0,11670.94,9003.89,3284.0,3318.0,16587.37,23789.74,1894.0,1229.0,8572.57,7525.78
10/04 17:16:14,,,,118.81,8798.02,22994.06,267.58,24.51,6.35,138.61,15887.13,20675.25,263.77,3.44,26.62,5.92,166.34,32059.41,305.48,42.67,5.68,710296,596,0.4,0.22,635.64,96.04,49.31,16.82,1976.24,1621.78,8481.63,11073.87,3692.08,3216.83,20648.94,21955.77,1973.27,1465.35,9007.86,9537.3
10/04 17:16:16,,,,174.26,27398.02,26586.14,309.8,40.34,5.48,189.11,27013.86,26849.5,284.83,7.11,37.65,5.27,115.84,18411.88,296.6,24.8,6.19,710372,624,0.27,0.25,625.74,108.91,49.07,16.71,2037.62,1620.79,9739.26,10787.94,4087.13,4822.77,21023.12,35506.63,1858.42,1489.11,7968.62,10187.29
10/04 17:16:18,,,,121.78,13556.44,21835.64,290.62,26.28,6.08,159.41,20950.5,22150.5,270.39,6.4,38.39,6.25,171.29,32837.62,276.31,49.99,5.82,710448,704,0.27,0.22,635.64,102.97,48.46,17.25,2380.2,1446.53,12591.62,8655.87,3217.82,3464.36,16018.0,24767.01,1995.05,1267.33,9551.47,7626.63
10/04 17:16:20,,,,155.0,14692.0,31896.0,300.57,54.45,5.9,184.0,28188.0,27118.0,300.58,11.1,54.43,5.47,151.0,24294.0,277.01,37.93,5.91,710528,784,0.25,0.22,637.0,117.0,47.76,18.28,2083.0,1691.0,9370.87,11054.17,4417.0,4280.0,24299.06,30533.66,2037.0,1881.0,8641.37,13288.41
10/04 17:16:22,,,,125.74,12653.47,24758.42,297.53,30.62,6.01,162.38,24518.81,28605.94,327.17,4.89,29.82,5.8,115.84,20049.5,265.08,24.96,6.55,710604,828,0.25,0.25,631.68,102.97,48.28,17.27,1884.16,1597.03,8364.24,10659.65,3559.41,3377.23,19231.61,24167.35,2077.23,1380.2,10327.53,8577.92
10/04 17:16:24,,,,137.62,15964.36,25766.34,303.22,36.91,6.5,133.66,18647.52,19366.34,284.4,4.51,32.78,6.78,144.55,26241.58,258.21,26.03,5.97,710680,908,0.22,0.25,631.68,112.87,47.23,17.89,1766.34,1565.35,7172.81,10814.03,3717.82,3342.57,20852.54,23091.95,1727.72,1455.45,6779.7,9943.95
10/04 17:16:26,,,,126.73,14968.32,22196.04,293.25,22.55,6.39,151.49,18231.68,30823.76,323.83,6.64,36.48,6.07,159.41,27043.56,293.58,40.28,5.92,710756,928,0.3,0.22,645.54,105.94,49.01,17.46,2104.95,1376.24,10540.83,8103.13,3828.71,3755.45,20827.07,26746.58,2356.44,1840.59,11541.97,12481.92
10/04 17:16:28,,,,149.0,17338.0,28626.0,308.48,27.29,5.99,173.0,22788.0,30204.0,306.31,8.45,51.36,5.36,170.0,30330.0,313.76,44.61,5.51,710828,1008,0.3,0.25,639.0,97.0,47.8,16.06,1744.0,1798.0,6301.68,12958.89,4344.0,4431.0,24241.91,31884.91,2256.0,1795.0,10765.49,12178.57
10/04 17:16:30,,,,147.52,14916.83,31508.91,314.7,27.92,6.17,139.6,19005.94,28338.61,339.13,3.78,25.43,6.41,142.57,28289.11,300.11,41.39,5.88,710912,1104,0.3,0.25,637.62,109.9,49.58,17.97,2104.95,1823.76,9469.99,12433.14,4268.32,3582.18,25479.6,24469.61,2325.74,1888.12,11498.22,12782.66
10/04 17:16:32,,,,140.59,9413.86,29233.66,274.89,28.01,5.98,168.32,23354.46,27287.13,300.87,6.65,35.08,5.57,137.62,20683.17,271.06,30.78,5.91,710988,1148,0.3,0.25,635.64,103.96,48.81,17.56,1855.45,2001.98,6779.37,14344.04,4322.77,3665.35,25105.44,24987.53,1987.13,1566.34,8857.88,10348.24
10/04 17:16:34,,,,108.91,9902.97,21847.52,291.53,21.97,6.98,120.79,16362.38,20455.45,304.8,3.13,25.94,5.92,146.53,26576.24,282.53,28.97,5.95,711064,1224,0.27,0.22,633.66,102.97,48.71,16.57,1758.42,1628.71,6950.53,11381.21,3617.82,3014.85,20569.3,20761.63,1915.84,1317.82,8789.7,8507.86
10/04 17:16:36,,,,122.0,11502.0,22352.0,277.49,75.47,8.26,144.0,25142.0,22074.0,327.89,3.0,24.06,5.49,159.0,29162.0,270.72,31.5,5.86,711108,340,0.32,0.22,644.0,114.0,48.75,18.09,1766.0,1635.0,6909.1,11354.92,3714.0,3626.0,20578.66,25471.98,2092.0,1387.0,10150.55,8691.15
10/04 17:16:38,,,,126.73,11071.29,27534.65,304.62,31.74,6.64,130.69,16126.73,21691.09,289.36,13.62,101.55,7.64,149.5,26455.45,283.39,37.09,5.99,711216,416,0.32,0.27,641.58,97.03,49.89,17.49,1867.33,1843.56,7683.46,13222.66,4028.71,3252.48,23696.06,21751.69,2194.06,1691.09,10540.12,11177.58
10/04 17:16:40,,,,141.58,12203.96,27079.21,277.45,25.78,6.38,185.15,27887.13,24996.04,285.63,15.55,82.02,5.39,165.35,28524.75,290.56,76.84,6.03,711836,520,0.32,0.3,634.65,116.83,49.33,18.99,1903.96,1719.8,7860.22,11863.83,4022.77,4033.66,22615.05,29102.29,2260.4,1622.77,11261.95,10721.82
10/04 17:16:42,,,,125.74,12944.55,25156.44,303.01,38.99,6.38,160.4,15287.13,24651.49,249.0,6.74,43.19,5.59,130.69,26992.08,327.29,31.58,5.98,711372,560,0.27,0.25,639.6,105.94,51.35,16.97,1971.29,1377.23,9282.22,8820.02,3417.82,3187.13,17690.35,22240.69,2049.5,1390.1,9755.49,8828.84
10/04 17:16:44,,,,173.0,16430.0,33238.0,287.1,49.35,5.46,141.0,18748.0,25370.0,312.89,4.09,37.27,6.06,143.0,24708.0,286.63,37.95,6.03,711448,644,0.32,0.27,628.0,92.0,48.53,15.94,1995.0,1566.0,9288.61,10186.95,3557.0,3678.0,18394.23,25994.97,2354.0,1398.0,12658.12,8425.55
10/04 17:16:46,,,,109.9,12005.94,19754.46,288.99,25.65,6.42,135.64,14584.16,28813.86,319.94,5.11,39.38,5.73,138.61,26916.83,262.63,33.45,6.39,711524,580,0.25,0.22,643.56,110.89,51.3,17.76,1859.41,1228.71,8281.45,7652.76,3492.08,2688.12,19418.13,18235.86,1979.21,1601.98,8833.88,10794.48
10/04 17:16:48,,,,80.2,7518.81,12928.71,254.96,19.54,6.72,61.39,7112.87,13926.73,342.74,0.94,15.29,6.84,66.34,13778.22,278.24,14.39,7.39,711600,656,0.22,0.15,640.59,108.91,50.35,17.65,1789.11,786.14,8839.61,4176.76,1866.34,1415.84,8133.63,9761.23,1304.95,664.36,4628.49,3901.85
10/04 17:16:50,,,,90.0,11554.0,17664.0,324.64,23.27,6.42,115.0,16418.0,16332.0,284.78,1.91,16.25,5.92,126.0,24338.0,303.02,28.37,6.08,711680,744,0.25,0.17,645.0,101.0,50.77,16.8,1852.0,1033.0,8933.98,5927.74,2780.0,2907.0,13844.88,21116.76,1671.0,1216.0,7089.34,7903.89
10/04 17:16:52,,,,113.86,8823.76,26603.96,311.15,24.84,6.4,142.57,16200.0,27160.4,304.12,5.32,33.76,4.98,124.75,22289.11,267.95,22.74,6.19,711756,820,0.27,0.22,643.56,104.95,51.66,17.38,2035.64,1633.66,9487.2,10884.67,3515.84,2684.16,20025.44,18275.39,1955.45,1398.02,8837.16,9138.62
10/04 17:16:54,,,,155.45,16211.88,31027.72,303.9,49.24,5.76,137.62,16673.27,25657.43,307.58,4.47,35.19,6.05,127.72,28275.25,301.16,30.11,6.47,711840,908,0.22,0.22,649.5,99.01,52.79,17.02,2171.29,1459.41,10763.18,9034.9,3737.62,3152.48,20688.73,21790.73,2454.46,1774.26,12666.02,11858.07
10/04 17:16:56,,,,168.32,19168.32,26158.42,269.29,72.61,5.92,157.43,24960.4,23829.7,309.92,4.53,28.4,5.67,179.21,30576.24,286.94,46.69,5.45,711916,936,0.3,0.27,641.58,102.97,51.14,16.33,2096.04,1600.0,9333.69,10602.9,4201.98,4503.96,21598.42,32576.12,2193.07,1711.88,10429.55,11254.42
10/04 17:16:58,,,,142.0,18684.0,24966.0,307.39,66.57,5.85,136.0,13576.0,27658.0,303.19,5.36,42.1,5.28,143.0,27454.0,296.66,48.98,5.63,711996,1016,0.25,0.27,644.0,109.0,52.45,17.74,1957.0,1664.0,8738.95,11286.47,3843.0,3418.0,21482.27,23923.82,1785.0,1453.0,6912.04,9929.37
10/04 17:17:00,,,,135.64,15174.26,25469.31,299.64,55.19,6.37,135.64,15386.14,28366.34,322.55,4.36,32.73,5.82,167.33,29526.73,287.99,56.63,5.96,712072,1096,0.25,0.25,638.61,92.08,50.6,16.07,2083.17,1643.56,9751.12,11209.42,3736.63,3470.3,20580.2,24860.61,1745.54,1404.95,6857.13,9342.04
10/04 17:17:02,,,,134.65,12344.55,26946.53,291.79,43.1,6.11,135.64,14045.54,29122.77,318.25,4.45,32.45,6.18,133.66,25227.72,297.93,38.38,6.05,712148,1132,0.27,0.22,635.64,103.96,50.15,16.66,1850.5,1321.78,8315.0,8115.7,3809.9,3065.35,22053.88,20524.24,2130.69,2002.97,9451.22,14225.89
10/04 17:17:04,,,,146.53,11669.31,23186.14,237.86,35.37,6.19,170.3,15356.44,27306.93,250.52,7.35,38.05,5.66,154.46,25160.4,264.44,39.79,5.58,712220,1208,0.27,0.25,636.63,110.89,51.51,17.51,1986.14,1514.85,8687.11,9696.92,3709.9,3238.61,20005.31,21637.58,2264.36,1558.42,11193.44,9703.93
10/04 17:17:06,,,,113.0,13132.0,18180.0,277.1,28.12,6.91,125.0,14482.0,20648.0,281.04,3.15,27.87,6.23,120.0,20004.0,290.87,29.82,6.35,712304,1248,0.3,0.22,654.0,109.0,51.58,18.32,1582.0,1075.0,6396.37,6881.41,2822.0,2944.0,13307.52,21478.89,1885.0,1193.0,8364.38,7770.9
10/04 17:17:08,,,,151.49,14550.5,30596.04,298.03,36.21,5.69,116.83,12601.98,21695.05,293.56,2.55,21.83,6.59,158.42,20540.59,208.85,31.65,5.97,712380,1324,0.27,0.25,647.52,98.02,52.02,16.95,2292.08,1501.98,11566.31,9295.21,3245.54,2913.86,16503.98,20065.06,2092.08,1194.06,10408.96,6699.86
10/04 17:17:10,,,,106.93,14170.3,16732.67,289.0,18.52,6.08,134.65,10605.94,24572.28,261.25,4.26,37.43,6.74,155.45,25021.78,267.62,49.68,6.35,712456,308,0.27,0.2,632.67,111.88,50.96,18.07,1760.4,1279.21,7610.76,8097.56,3398.02,3037.62,18053.97,20674.74,2010.89,1523.76,9011.21,10213.59
10/04 17:17:12,,,,151.0,13896.0,27554.0,274.5,42.76,5.41,143.0,9752.0,26960.0,256.73,5.7,62.76,6.28,165.0,29558.0,273.71,71.72,6.07,712532,388,0.22,0.25,634.0,111.0,51.89,17.87,2220.0,1895.0,10145.94,12922.06,3920.0,3053.0,22718.66,19853.46,2307.0,1576.0,11410.56,10050.99
10/04 17:17:14,,,,130.69,13982.18,24897.03,297.48,33.86,6.47,145.54,17691.09,23772.28,284.88,4.49,30.55,5.8,175.25,37899.01,309.03,85.97,5.69,712604,464,0.45,0.27,630.69,112.87,48.29,17.91,1986.14,1486.14,9127.52,9507.13,3891.09,3463.37,21940.9,24233.74,2063.37,1825.74,9194.83,12482.3
10/04 17:17:16,,,,103.96,9887.13,22279.21,309.41,20.85,7.16,99.01,7110.89,20164.36,275.48,2.21,19.99,6.79,135.64,31021.78,304.42,34.42,6.2,712684,492,0.25,0.22,631.68,108.91,50.52,17.65,2320.79,1347.52,12330.79,8227.6,3136.63,2140.59,18077.25,13792.9,2025.74,1421.78,9689.36,9186.96
10/04 17:17:18,,,,102.97,6659.41,28431.68,340.79,30.43,6.94,122.77,17160.4,24364.36,338.23,4.62,31.6,6.01,140.59,25215.84,310.08,35.73,6.04,712764,572,0.25,0.22,633.66,114.85,48.55,18.51,1742.57,1811.88,6797.95,12885.52,4218.81,3201.98,25684.01,21338.61,2184.16,1685.15,11056.77,11193.31
10/04 17:17:20,,,,162.0,15184.0,29228.0,274.15,47.46,5.93,163.0,22154.0,27814.0,306.55,3.9,23.67,5.75,148.0,25408.0,302.64,57.64,5.66,712840,548,0.3,0.22,642.0,105.0,51.04,16.8,2122.0,1540.0,10028.66,9704.91,3994.0,3968.0,21187.65,28360.25,2008.0,1683.0,8840.18,11496.36
10/04 17:17:22,,,,129.7,15463.37,26348.51,322.37,31.66,5.95,156.44,16259.41,24279.21,259.14,4.88,31.84,5.65,136.63,25900.99,304.7,29.84,6.74,712916,624,0.32,0.22,631.68,111.88,49.11,17.6,1929.7,1584.16,8600.07,10637.91,3838.61,3518.81,22095.75,23983.8,1817.82,1642.57,7421.56,11474.32
10/04 17:17:24,,,,170.3,23114.85,27425.74,296.78,49.88,5.31,141.58,14637.62,26562.38,290.99,5.71,42.8,5.66,135.64,27635.64,302.13,49.74,6.8,712988,700,0.27,0.25,649.5,112.87,50.24,18.14,2017.82,1847.52,8536.52,12960.2,4335.64,3796.04,25598.55,25842.4,1925.74,1707.92,8205.68,11839.18
10/04 17:17:26,,,,128.71,9128.71,23451.49,253.12,28.91,6.53,105.94,6837.62,17659.41,231.23,2.6,24.6,6.67,140.59,25847.52,297.24,44.49,6.5,713068,760,0.25,0.22,690.1,103.96,51.36,17.09,2011.88,1400.99,9109.62,8911.6,2931.68,2421.78,14900.92,16170.22,1947.52,1099.01,8852.49,6503.26
10/04 17:17:28,,,,115.0,5514.0,21988.0,239.15,34.79,6.27,181.0,20926.0,28636.0,273.82,6.72,36.88,5.56,140.0,24896.0,286.4,35.69,6.21,713144,836,0.25,0.22,646.0,104.0,49.61,16.94,2165.0,1277.0,10915.87,7531.93,3321.0,3024.0,17262.5,21043.53,1952.0,1579.0,8446.77,10508.33
10/04 17:17:30,,,,118.81,8108.91,24673.27,275.92,34.93,6.87,129.7,13516.83,21176.24,267.48,2.95,29.63,6.01,162.38,31807.92,304.21,38.05,5.86,713224,920,0.27,0.22,627.72,104.95,46.84,17.13,2173.27,1544.55,10748.58,9769.16,3679.21,2962.38,20844.31,19842.22,2076.24,1636.63,9629.44,10816.45
10/04 17:17:32,,,,143.56,17831.68,24059.41,291.79,66.12,6.36,155.45,16881.19,25833.66,274.79,3.85,24.51,5.53,127.72,21877.23,278.26,22.46,6.04,713300,968,0.27,0.25,635.64,106.93,49.58,17.05,1940.59,1504.95,8607.24,9712.17,3659.41,3538.61,19422.7,24446.07,1764.36,1399.01,7207.91,9350.58
10/04 17:17:34,,,,108.0,9998.0,18608.0,264.87,26.34,6.6,155.0,15596.0,24432.0,258.25,5.96,40.45,5.89,144.0,23048.0,274.38,26.17,5.89,713372,1044,0.25,0.2,637.0,112.0,48.71,17.46,1987.0,1514.0,9382.27,9687.64,3019.0,3025.0,14597.78,21507.26,1878.0,1084.0,8824.02,6116.38
10/04 17:17:36,,,,38.61,2530.69,7697.03,264.87,141.82,7.1,21.78,2132.67,5132.67,333.55,0.3,13.64,7.14,8.91,1447.52,263.33,16.33,8.44,713452,1080,0.22,0.12,636.63,103.96,49.32,16.85,637.62,84.16,536.35,491.33,1139.6,466.34,4149.59,2816.2,717.82,136.63,1038.2,805.58
10/04 17:17:38,,,,18.81,712.87,4982.18,302.74,40.47,7.37,9.9,0.0,2754.46,278.2,0.6,40.4,11.6,17.82,5526.73,364.11,25.06,6.94,713532,1164,0.25,0.1,649.5,118.81,50.69,18.53,1098.02,155.45,4381.05,12.28,884.16,184.16,2354.37,853.7,843.56,89.11,2315.0,7.74
10/04 17:17:40,,,,70.3,7805.94,11661.39,276.93,36.2,9.73,40.59,3081.19,8661.39,289.27,0.4,9.95,5.56,67.33,15099.01,273.53,16.99,7.15,713608,1248,0.25,0.17,634.65,107.92,49.53,17.62,1582.18,1122.77,6378.42,7219.38,2046.53,1138.61,10288.12,7153.35,1271.29,1000.99,3566.21,6711.58
10/04 17:17:42,,,,171.0,14484.0,36040.0,295.46,55.02,5.89,145.0,12030.0,33500.0,314.0,12.03,82.46,6.94,107.0,25622.0,318.32,25.41,6.69,713708,1320,0.32,0.27,754.0,509.0,62.98,3184.45,3022.0,1520.0,17264.43,7335.03,2992.0,2604.0,15501.35,17891.51,3519.0,1719.0,21468.26,8348.87
10/04 17:17:44,,,,160.78,10221.57,44527.45,340.51,53.19,6.2,135.29,13623.53,23798.04,276.59,6.79,64.3,6.01,129.41,17919.61,256.45,83.44,7.7,713532,1508,0.32,0.34,645.1,156.86,50.7,351.25,2238.24,1256.86,11527.58,7103.97,3109.8,2680.39,16676.04,18519.39,2150.0,1602.94,10589.78,10302.98
10/04 17:17:46,,,,177.23,15283.17,36471.29,292.02,45.28,5.63,149.5,22857.43,24920.79,319.58,4.18,27.83,5.81,119.8,20093.07,263.87,23.45,6.08,713996,504,0.27,0.27,687.13,293.07,56.63,1489.0,1857.43,1626.73,7580.82,10900.39,4208.91,3320.79,24830.9,25074.73,2054.46,1949.5,8650.59,13657.33
10/04 17:17:48,,,,53.0,6058.0,9844.0,300.04,70.06,6.06,16.0,762.0,3884.0,290.38,0.27,81.69,7.75,11.0,3282.0,298.36,20.55,6.64,714096,604,0.2,0.15,644.0,115.0,50.41,145.15,750.0,186.0,1284.73,1115.32,1001.0,471.0,2964.56,3445.27,652.0,99.0,621.35,636.71
10/04 17:17:50,,,,6.93,988.12,1007.92,288.0,17.43,7.0,7.92,1.98,2423.76,306.25,0.25,32.12,12.5,4.95,647.52,262.0,14.8,7.6,714180,712,0.22,0.12,639.6,114.85,51.02,81.22,577.23,34.65,40.44,3.85,688.12,150.5,785.67,829.76,761.39,86.14,1566.0,8.95
10/04 17:17:52,,,,66.34,7823.76,13603.96,323.01,22.58,6.45,71.29,6174.26,13867.33,281.14,1.89,21.36,6.51,79.21,14798.02,300.95,15.19,6.45,714260,584,0.3,0.22,641.58,110.89,51.06,18.25,1564.36,1222.77,5872.1,8214.21,2271.29,1765.35,11017.82,11649.08,1637.62,1278.22,6236.02,8578.18
10/04 17:17:54,,,,165.35,16160.4,34168.32,304.38,43.32,5.53,147.52,19051.49,27590.1,316.16,4.54,35.55,6.11,176.24,35320.79,301.72,46.55,5.65,714412,736,0.3,0.35,725.74,414.85,62.09,2464.58,2721.78,1814.85,14614.13,11073.77,4049.5,3809.9,22707.49,26805.5,2780.2,1822.77,15290.33,10963.93
10/04 17:17:56,,,,115.0,11636.0,21704.0,289.91,24.12,6.65,141.0,21004.0,23278.0,314.06,4.53,29.48,6.16,181.0,34364.0,277.19,35.74,5.56,714512,704,0.27,0.27,650.0,113.0,50.75,18.0,1770.0,1572.0,7004.7,10934.89,4151.0,3609.0,23731.36,24506.11,1922.0,1749.0,8373.75,12256.59
10/04 17:17:58,,,,126.73,12223.76,27455.45,313.09,22.43,5.77,180.2,21304.95,31952.48,295.55,6.53,36.57,5.12,154.46,29019.8,312.18,38.16,5.74,714588,780,0.25,0.3,653.47,113.86,55.05,18.2,2352.48,1767.33,11680.44,11763.6,4269.31,3810.89,24510.39,26383.8,1798.02,1771.29,6842.58,12689.3
10/04 17:18:00,,,,3.96,164.36,554.46,181.5,9.25,6.5,5.94,1.98,2037.62,343.33,0.1,16.33,9.5,7.92,1463.37,197.0,9.0,6.62,714664,916,0.22,0.2,639.6,109.9,51.64,17.47,724.75,149.5,1218.62,863.99,646.53,76.24,492.7,136.97,655.45,166.34,543.78,1036.68
10/04 17:18:02,,,,26.73,3499.01,5055.45,320.0,76.59,8.44,18.81,550.5,5534.65,323.47,1.71,91.05,11.11,33.66,8405.94,280.29,33.97,6.06,714740,964,0.27,0.22,645.54,115.84,53.32,18.7,1325.74,214.85,5931.86,323.74,1003.96,423.76,2967.71,2572.75,576.24,33.66,42.49,3.28
10/04 17:18:04,,,,10.0,0.0,3496.0,349.6,13.9,6.1,8.0,0.0,3408.0,426.0,0.11,14.12,7.38,16.0,4580.0,286.25,12.0,6.5,714828,1048,0.22,0.22,645.0,115.0,51.71,18.18,860.0,376.0,1469.24,2132.61,764.0,121.0,1408.36,12.3,1116.0,379.0,3932.8,1292.35
10/04 17:18:06,,,,13.86,0.0,4641.58,334.86,12.29,5.93,14.85,106.93,4297.03,296.53,0.35,23.6,7.73,13.86,4881.19,352.14,19.0,8.79,714972,1152,0.32,0.25,679.21,235.64,58.33,1041.11,1029.7,234.65,3064.76,475.16,667.33,90.1,592.0,63.23,1149.5,257.43,4067.78,540.24
10/04 17:18:08,,,,167.33,17756.44,35669.31,319.29,72.17,5.96,184.16,22839.6,35603.96,317.35,10.33,54.09,5.37,170.3,37346.53,351.3,78.92,5.85,715064,1244,0.4,0.37,719.8,386.14,59.49,2192.98,3238.61,2605.94,17729.69,17392.18,4983.17,4624.75,29377.47,31895.67,2625.74,1842.57,13347.56,11243.57
10/04 17:18:10,,,,175.25,17988.12,33647.52,294.64,62.24,5.69,156.44,15718.81,28033.66,279.68,5.54,36.48,5.65,179.21,33297.03,300.55,86.76,5.57,715184,1364,0.3,0.35,640.59,122.77,51.92,144.76,2096.04,1809.9,9327.65,12697.4,4235.64,3809.9,24462.96,27410.45,2330.69,1872.28,11280.99,12381.05
10/04 17:18:12,,,,34.0,3548.0,6892.0,307.06,19.21,6.15,20.0,2558.0,1844.0,220.1,0.29,14.75,7.75,27.0,4864.0,291.93,13.56,6.67,715264,1372,0.3,0.27,645.0,110.0,51.39,17.33,690.0,126.0,810.68,664.42,1134.0,673.0,3592.44,4611.13,823.0,145.0,2007.51,673.87
10/04 17:18:14,,,,1.98,0.0,625.74,316.0,13.0,6.5,4.95,0.0,1245.54,251.6,0.08,16.8,7.0,5.94,1784.16,300.33,43.5,8.83,715340,1448,0.45,0.25,653.47,108.91,53.22,17.18,792.08,86.14,1706.48,9.27,600.99,49.5,54.67,6.28,604.95,52.48,44.92,7.22
