Latency_172.18.158.42_log,Latency_172.16.158.32_log,dev_sdc_tps,dev_sdc_rd_sec,dev_sdc_wr_sec,dev_sdc_avgrq-sz,dev_sdc_await,dev_sdc_svctm,dev_sde_tps,dev_sde_rd_sec,dev_sde_wr_sec,dev_sde_avgrq-sz,dev_sde_avgqu-sz,dev_sde_await,dev_sde_svctm,dev_sdg_tps,dev_sdg_tps,dev_sdg_wr_sec,dev_sdg_avgrq-sz,dev_sdg_await,dev_sdg_svctm,cached,dirty,cpu_all_usr,cpu_all_sys,iface_enp6s0f0_rxpck,iface_enp6s0f0_txpck,iface_enp6s0f0_rxkB,iface_enp6s0f0_txkB,iface_enp6s0f1_rxpck,iface_enp6s0f1_txpck,iface_enp6s0f1_rxkB,iface_enp6s0f1_txkB,iface_enp131s0f0_rxpck,iface_enp131s0f0_txpck,iface_enp131s0f0_rxkB,iface_enp131s0f0_txkB,iface_enp131s0f1_rxpck,iface_enp131s0f1_txpck,iface_enp131s0f1_rxkB,iface_enp131s0f1_txkB
5.27462,4.473954,187,23258,29818,283.83,47.76,4.96,174,23840,18928,245.79,8.28,38.98,5.56,174,31370,25240,325.34,49.59,5.39,808792,808,0.38,0.23,653,112,51.45,18.21,1441,2205,2731.54,17053.85,5486,5658,30820.77,40154.87,1565,1940,4639.52,14434.41
5.280783,4.747451,188,21002,35342,299.7,58.16,5.32,179,26056,26268,292.31,10.33,93.69,5.59,126,16462,19310,283.9,36.7,6.3,808884,848,2.86,0.28,641,121,50.61,19.04,1790,1973,6410.27,14466.17,4786,4631,26779.5,31882.02,1646,1934,5341.26,14085.66
5.280783,4.747451,123,18922,16262,286.05,31.98,6.3,193,33750,20724,282.25,11.37,61.72,5.19,125,13370,21930,282.4,33.18,6.9,808960,928,2.85,0.25,638,116,50.48,18.24,1386,1458,3776.58,10454.86,4410,4683,23938.81,33649.9,1471,1726,4041.89,12811.87
5.02068,4.621311,177,28134,26448,308.37,41.92,5.64,172,30266,24354,317.56,12.26,99.2,5.81,146,15482,22740,261.79,95.65,6.85,809276,1372,0.38,0.28,645,112,49.12,17.78,1346,1841,3039.7,14042.41,4765,5088,26371.72,37051.12,1572,1645,4903.22,11930.05
5.02068,4.621311,126,17740,19406,294.81,18.94,6.05,182,34118,21142,303.63,10.01,44.2,5.4,152,25132,22594,313.99,95.08,6.16,809352,1420,0.35,0.28,649,114,50.71,18.11,1479,1588,4322.36,11540.86,4277,5216,21604.84,38867.79,1585,1417,5595.81,9915.39
5.02068,4.621311,109,14680,17116,291.71,18.55,5.9,189,30648,24468,291.62,10.21,47.19,5.29,172,22496,26818,286.71,54.67,5.54,809432,1508,0.38,0.25,643,120,49.07,18.75,1469,1524,4142.18,11007.11,4622,4719,25532.24,33997.37,1593,2002,4827.39,14942.18
5.33503,4.412998,135,16864,21416,283.56,24.23,5.93,191,26580,29850,295.45,13.92,76.1,5.24,127,20506,16338,290.11,28.28,6,809508,1564,0.38,0.25,644,113,48.71,17.8,1790,1569,7231.31,10734,4392,4293,23987.63,32590.39,1596,1758,5402.36,12756.07
5.33503,4.412998,156,26878,22794,318.41,57.82,5.95,162,25078,23624,300.63,11.27,73.82,6.17,163,27764,21256,300.74,43.79,5.78,809584,1640,0.4,0.3,639,121,47.91,19.04,1419,1876,3733.81,14217.41,5045,5476,28048.8,40806.41,1315,1944,2825.34,14975.17
5.323225,4.402089,211,32368,28848,290.12,54.41,4.74,167,26022,23228,294.91,10.19,63.59,5.99,165,24632,27544,316.22,84.74,6.06,809660,1716,0.45,0.3,642,107,48.37,17.41,1662,1971,5092.83,14431.05,5195,5652,28604.96,41695.69,1725,2081,6048.83,15262.25
5.323225,4.402089,150,20412,21554,279.77,35.38,5.96,162,22644,21836,274.57,12.79,44.13,6.17,149,15248,24160,264.48,94.3,6.51,809736,1480,0.45,0.28,648,128,49.85,19.97,1757,1684,6666.47,11702.29,4272,4149,23408.82,29711.8,1607,1557,5304.62,10937.92
5.323225,4.402089,134,16064,20570,273.39,26.19,6.19,180,29124,25852,305.42,11.94,67.44,5.56,134,18008,18924,275.61,26.31,6.41,809820,1568,0.45,0.25,638,121,49.04,18.56,1630,1443,6222.18,9756.89,4218,4423,22021.79,31919.01,1681,1670,6544.82,11917.4
5.148436,4.402107,125,15732,17184,263.33,28.53,6.39,170,27880,18560,273.18,12.37,108.92,5.88,163,19178,29020,295.69,52.77,5.9,809888,572,0.55,0.25,650,127,50.22,19.9,1359,1356,3436.38,9446.65,4394,4498,23569.79,31719.33,1607,1790,5270.69,12980.87
5.148436,4.402107,127,17598,17928,279.73,28.74,6.31,178,27162,23172,282.78,13.53,70.24,5.62,157,22500,21580,280.76,44.38,6.03,809968,652,0.38,0.25,657,127,51.08,19.9,1588,1532,5552.67,10689.73,4418,4627,23166.64,33983.17,1529,1643,4446.54,12000.16
4.545752,4.431685,176,24532,23016,270.16,58.78,5.68,159,22754,20336,271.01,11.89,99.51,6.29,136,18070,18258,267.12,24.35,6.31,810024,700,0.45,0.25,650,116,48.91,17.69,1503,1879,4016.88,14062.9,4643,4634,25160.36,32759.6,1309,1540,2847.54,11277.38
4.545752,4.431685,168,19850,30188,297.85,76.77,5.95,174,31124,20048,294.09,10.17,73.81,5.63,186,31286,22756,290.55,38.19,5.38,810120,796,0.45,0.28,650,115,51.04,17.93,1595,1925,4850.34,14312.99,5080,5450,27657.63,41521.69,1453,1803,3431.86,13567.71
4.545752,4.431685,155,19188,27058,298.36,66.2,6.45,148,23036,20232,292.35,7.28,47.6,6.16,108,12402,20386,303.59,31.33,7.31,810208,888,0.45,0.28,645,117,50.48,18.05,1498,1621,4959.09,11861.73,4240,3939,24227.19,28104.48,1392,1743,3789.37,13112.73
5.112903,4.346177,135,19746,19410,290.04,107.56,6.6,129,16958,14316,242.43,3.75,32.46,6.16,149,19290,15446,233.13,25.07,5.92,810284,656,0.38,0.25,649,125,50.56,19.07,1135,1120,2275.48,7900.81,3581,3911,17498.62,28821.19,1408,1441,4341.07,10287.03
5.112903,4.346177,129,14964,22810,292.82,32.6,6.5,169,28980,22122,302.38,6.3,29.62,5.07,130,16310,20090,280,29.19,5.86,810348,724,0.43,0.23,644,123,51.18,19.15,1595,1743,5118.45,12680.22,4506,4295,25221.97,30472.04,1426,1705,4149.86,12467.17
5.390882,4.432985,172,25770,21968,277.55,41.15,5.47,153,24696,18992,285.54,3.68,23.26,5.44,172,27758,24958,306.49,47.91,5.44,810440,788,0.35,0.25,651,126,51.57,19.59,1416,1654,3644.14,12087.86,4782,5388,25828.22,39533.07,1400,1772,3413.5,13266.21
5.390882,4.432985,152,16284,25916,277.63,104.91,6.56,159,25426,19686,283.72,12.79,93.33,6.29,124,21764,18632,325.77,39.45,6.89,810516,864,0.4,0.25,646,118,50.87,17.91,1980,1626,8961.23,11170.07,4244,4467,22665.04,32313.58,1368,1471,3583.11,10707.06
5.390882,4.432985,166,21894,27550,297.86,36.21,5.85,191,36666,24492,320.2,12.27,58.6,5.24,143,22648,23964,325.96,53.46,6.14,810592,948,0.45,0.25,655,126,53.26,19.84,1555,1750,4427.3,12764.82,5385,5692,30482.2,41265.19,1655,2365,4613.5,18323.81
5.229515,4.493625,147,16116,23714,270.95,39.34,5.63,189,27354,22628,264.46,10.78,61.68,5.29,138,18244,19512,273.59,26.42,6.34,810672,980,0.43,0.2,652,121,52.06,18.81,1502,1727,4348.86,12521.07,4466,4448,23933.54,30939.95,1626,1680,5538.53,11894.17
5.229515,4.493625,134,14390,21308,266.4,98.78,7.46,187,30326,30270,324.04,11.06,84.57,5.35,142,20012,24292,312,36.18,5.63,810744,1056,0.35,0.23,650,122,51.92,18.63,1599,2068,5056.77,15714.05,4822,4445,28069.35,33156.53,1443,1614,4006.84,11875.46
5.209957,4.361085,166,24992,23140,289.95,43.73,6.02,115,14080,15196,254.57,10.69,89.45,8.7,125,12670,22300,279.76,25.46,6.02,810816,1100,0.4,0.23,653,116,53.15,17.74,1486,1352,4698.63,9409.43,3938,3716,20989.6,26157.42,1514,1714,4617.5,12652.97
5.209957,4.361085,108,17108,14882,296.2,53.49,6.77,203,31322,22374,264.51,11.71,66.97,4.93,99,9734,16234,262.3,110.28,10.1,811260,1184,0.4,0.28,637,117,52.01,18.01,1227,1325,2901.04,9815.67,3676,3986,18829.4,28636.96,1230,1294,2964.72,9333.78
5.209957,4.361085,137,17058,17674,253.52,23.85,6.09,186,26880,24820,277.96,11.27,56.87,5.38,164,24868,20054,273.91,70.74,6.1,810948,1232,0.38,0.25,645,112,52.13,17.48,1553,1489,5082.87,10565.85,4131,4553,20902.18,34528.34,1468,1473,4448.57,10572.06
4.686145,4.450418,167,27150,18748,274.84,32.46,5.68,199,30948,29302,302.76,11.83,52.21,5.03,186,22204,29542,278.2,78.08,5.38,811056,1192,0.45,0.25,657,104,52.51,16.72,1853,1580,7331.58,10769.6,4678,5213,24443.32,40011.63,1539,1943,4501.9,14562.49
4.686145,4.450418,159,20638,17546,240.15,56.08,6.29,174,27402,23106,290.28,11.73,99.45,5.75,171,27324,18008,265.1,98.75,5.85,811100,1236,0.33,0.25,654,107,53.38,17.16,1261,1641,2374.12,12314.14,4742,5247,24511.83,38336.16,1199,1567,1684.32,11732.25
4.669912,4.441946,166,19826,20780,244.61,36.94,6.02,181,34522,18868,294.97,8.68,52.36,5.36,167,23854,24752,291.05,84.92,5.99,811208,300,0.33,0.23,646,106,51.15,17.35,1466,1673,4036.38,12172.46,4796,5099,25643.37,39264.9,1815,1856,6743.5,13367.99
4.669912,4.441946,170,26040,24766,298.86,68.1,5.88,161,25634,24316,310.25,4.05,25.46,5.51,164,21722,26692,295.21,97.42,6.1,811284,380,0.33,0.25,641,102,52.43,17.04,1683,1810,5749.85,13283.3,4865,5083,26735.46,37062.62,1645,1824,5562.45,13349.82
4.669912,4.441946,176,25350,24194,281.5,90.62,5.68,199,40036,19582,299.59,10.52,44.05,5.03,155,19206,25350,287.46,83.89,5.97,811364,460,0.38,0.28,642,101,50.95,16.75,1518,1446,5013.31,10127.95,4806,5776,24009.43,42737.03,1417,1787,3709.6,13470.8
4.988715,4.451095,150,19986,24608,297.29,90.55,6.67,146,27892,21092,335.51,6.82,61.7,5.59,114,13270,19822,290.28,22.22,6.46,811428,492,0.33,0.23,646,104,50.64,17.19,1396,1552,3904.24,11508.29,4454,4092,25465.91,30926.37,1536,1751,5020.85,13195.37
4.988715,4.451095,132,18512,17274,271.11,27.7,6.36,211,33350,27768,289.66,12.4,80.61,4.74,157,21878,19984,266.64,40.59,5.51,811516,580,0.28,0.23,637,112,51.27,17.94,1507,1762,4595.24,13019.08,4258,4877,22180.73,37221.5,1408,1320,4141.59,9111.98
4.860044,4.69363,162,22648,24120,288.69,27.88,5.97,183,26368,25934,285.8,12.71,62.42,5.46,140,24092,19654,312.47,29.19,6.04,811592,640,0.35,0.23,635,111,49.68,17.69,1452,1842,3961.91,13835.97,4891,4901,27497.85,36651.22,1500,1844,4101.67,13928.59
4.860044,4.69363,161,20768,25232,285.71,67.22,6.21,185,29532,25160,295.63,13.18,66.03,5.41,190,27232,27420,287.64,56.86,5.26,811640,688,0.28,0.3,634,111,50.17,17.65,1576,1880,4861.85,13915.31,5122,5391,28100.18,38899.16,1656,1854,5786.59,13656.75
4.860044,4.69363,167,21298,23344,267.32,67.69,5.98,176,33296,20924,308.07,12.99,74.8,5.68,161,22532,24952,294.93,34.17,6,811744,792,0.28,0.2,650,106,50.88,18.05,1480,1853,4237.1,13907.69,4684,5142,26202.96,39188.94,1556,1741,4849.02,12859.81
5.084919,4.480237,149,21530,25606,316.35,40.27,5.83,209,36146,24538,290.35,11.53,48.32,4.78,161,21370,28882,312.12,43.54,5.68,811824,832,0.3,0.3,640,105,50.25,17.01,1553,1857,4776.59,13661.45,5284,5555,29220.99,39918.45,1759,2113,5990.65,15802.06
5.084919,4.480237,145,13380,23908,257.16,55.34,6.73,138,15898,17006,238.43,4.62,33.55,6.35,175,27412,23244,289.46,29.51,5.47,811900,908,0.33,0.28,648,104,49.8,16.94,1929,1725,8200.08,11866.18,4067,4121,21782.11,28664,1408,1423,3775.65,10027.64
5.314575,4.454814,173,27416,24196,298.34,46.2,5.46,198,31070,28198,299.33,8.57,39.95,4.88,132,21836,18084,302.42,19.75,6.23,811976,976,0.28,0.23,644,104,51,16.97,1577,1843,5054.53,13484.05,5012,5530,27537.42,40324.69,1620,1857,5118.68,13826.05
5.314575,4.454814,162,23568,29030,324.68,50.51,6.18,173,29352,17304,269.69,7.13,41.45,5.41,144,22794,18004,283.32,35.72,6.06,812056,1060,0.3,0.23,640,107,49.66,17.14,1649,1672,6132.53,12153.3,4341,5154,21883.62,38244.48,1345,1349,3805.22,9684.57
5.314575,4.454814,175,32402,22378,313.03,79.85,5.71,175,26256,31770,331.58,7.7,48,5.55,171,26220,23728,292.09,42.22,5.26,812132,1136,0.28,0.25,643,101,49.23,17.02,1567,1937,4641.55,14445.42,5035,5766,28158.62,42346.04,1432,1826,3385.17,13750.08
5.387294,4.466764,106,10468,18178,270.25,24.8,6.24,190,26002,25750,272.38,6.84,36.56,5.15,158,27232,14314,262.95,36.41,5.59,812468,1436,0.48,0.23,645,111,49.29,17.65,1486,1611,4571.22,11695.62,4195,4514,21128.51,32246.32,1402,1331,4301.14,9332.66
5.387294,4.466764,116,17552,18720,312.69,30.09,6.46,204,31552,29194,297.77,12.02,56.98,4.9,145,22396,21924,305.66,32.28,6.03,812548,1520,0.28,0.25,654,113,51.78,18,1368,1886,3023.21,14380.21,4914,5030,27355.52,36365.75,1489,1737,4369.41,12919.18
5.317311,4.512978,136,23986,18278,310.76,26.24,6.29,149,27016,18842,307.77,3.89,28.34,6.19,153,19724,26964,305.15,60.56,6.22,812624,1424,0.25,0.25,654,114,50.39,18.39,1610,1822,5557.05,13647.93,4413,4861,23922,35711,1430,1467,4077.4,10603.55
5.317311,4.512978,150,24914,16142,273.71,39.83,6.45,188,26240,24404,269.38,9.19,55.73,5.32,163,23032,25546,298.02,99.61,6.13,812704,1504,0.28,0.23,647,110,50.09,16.98,1418,1646,4032.17,12159.96,4844,5240,26026.39,38002.26,1383,1819,3421.06,13712.13
5.317311,4.512978,128,19346,17442,287.41,26.77,6.26,201,29930,25886,277.69,12.13,42.09,4.98,186,29540,29902,319.58,48.44,5.38,812780,1580,0.28,0.23,653,116,50.05,18.45,1675,1936,5546.77,14249.91,5247,5561,29201.75,39808.71,1620,1992,5294.48,14692.18
5.350178,4.44381,151,20376,20658,271.75,36.63,5.91,171,27012,22592,290.08,12.52,90.01,5.85,160,25326,24098,308.9,36.98,5.44,812856,584,0.28,0.23,655,111,51.13,17.67,1829,1766,7399.48,12704.09,4540,4972,24289.43,36709.25,1564,1610,5235.48,11491.05
5.350178,4.44381,106,14876,16276,293.89,22.27,6.55,166,25482,22922,291.59,11.48,97.17,6.02,121,20460,17258,311.72,43.55,6.35,812904,632,0.3,0.2,651,115,51.12,18.13,1340,1310,3959.27,9313.14,3819,4110,20348.19,30450.71,1289,1396,3169.39,10212.61
5.500445,4.390122,111,14072,16888,278.92,31.62,6.37,90,13268,7138,226.73,1.09,12.54,5.73,77,7040,13576,267.74,18.38,6.21,813272,992,0.28,0.18,650,108,50.53,17.22,1240,828,3871.21,5085.49,2462,2460,11036.26,17371.99,1267,869,3809.12,5621.78
5.500445,4.390122,114,14078,18580,286.47,32.78,6.2,126,18358,14624,261.76,2.96,23.55,5.84,130,17326,18258,273.72,35.81,6.14,813348,1068,0.28,0.2,641,110,50.18,17.1,1438,1318,4688.04,9142.65,3287,3463,16024.95,24878.61,1378,1069,4780.2,7149.46
5.500445,4.390122,172,21746,25440,274.34,30.85,5.31,118,18472,16342,295.03,4.35,32.92,6.51,171,28482,19888,282.87,38.4,5.45,813412,1132,0.25,0.28,646,108,50.72,16.85,1603,1659,5502.56,11863.05,4220,4730,21819.74,34179.8,1507,1404,4925.23,9772.19
5.399303,4.470543,124,19246,22674,338.06,50.32,6.73,153,30304,15840,301.59,6.23,43.48,6.32,171,22948,30522,312.69,93.35,5.85,813488,1176,0.28,0.28,658,115,52.37,18.13,1446,1738,3916.54,13014.14,4570,5090,25392.48,36882.45,1541,1764,5078.62,12944.34
5.399303,4.470543,161,29570,24726,337.24,34.38,6.16,199,32746,26764,299.05,13.27,55.44,5.03,133,22426,20168,320.26,34.32,6.34,813548,1236,0.25,0.28,651,107,49.71,17.18,1550,1894,4997.22,14184.71,4937,5755,26919.15,42780.56,1403,1740,3749.27,13005.04
5.254686,4.71265,178,27182,28454,312.56,48.75,5.25,204,39628,20776,296.1,14.37,80.09,4.9,160,24044,22792,292.73,44.26,5.74,813652,1324,0.3,0.28,654,114,52.7,18.09,1642,1850,5450.76,13768.61,5145,6131,28249.38,45863.81,1509,1814,4312.34,13593.04
5.254686,4.71265,164,21090,26888,292.55,43.29,5.66,188,31036,20588,274.6,8.83,67.61,5.17,148,18806,24262,291,69.35,6.36,813732,1404,0.3,0.28,659,113,52.37,17.75,1577,1627,5329.06,11762.97,4308,4911,21945.72,35820.92,1725,1540,6629.41,10904.88
5.254686,4.71265,164,18060,29192,288.12,70.11,6.1,152,23016,21056,289.95,9.33,58.7,6.16,149,19112,25326,298.24,34.38,6.21,813788,1472,0.4,0.28,653,112,52.9,17.71,1707,1700,6396.58,12062.38,4313,4292,23864.1,30376.79,1764,1733,6418.05,12640.32
5.082408,4.352858,161,18322,25744,273.7,79.61,6.21,183,30170,18600,266.5,12.33,60.75,5.46,122,17330,12996,248.57,66.83,7.73,813872,1260,0.33,0.25,657,116,51.94,18.22,1595,1521,5583.71,10804.41,4156,4376,21666.32,33181.55,1470,1482,4486.11,10410.41
5.082408,4.352858,184,24458,25530,271.67,103.09,5.44,172,27568,20076,277,21.1,72.63,5.82,186,27354,23830,275.18,67.55,5.38,813956,1336,0.33,0.28,659,113,53.46,18,1590,1922,5049.98,14164.36,4981,5286,27111.52,38997.78,1523,1809,4461.57,13281.35
4.341494,4.347876,144,20270,15494,248.36,21.88,5.65,194,30456,23094,276.03,11.88,77.85,5.15,109,17476,17212,318.24,21.81,6.34,814036,1396,0.28,0.23,648,112,51.65,17.75,1324,1283,3918.21,8977.71,3981,4751,19966.46,34699.87,1374,1527,3716.27,11198.04
4.341494,4.347876,165,25668,25090,307.62,34.21,5.81,183,26498,26236,288.16,11.26,59.45,5.46,133,21534,17692,294.93,24.77,6.24,814112,1472,0.28,0.3,657,112,52.64,17.5,1638,1538,5729.45,11013,4471,5093,23008.06,37214.54,1663,1702,5672.52,12363.64
4.341494,4.347876,145.54,16956.44,24180.2,282.64,47.01,5.8,168.32,26942.57,20188.12,280.01,12.56,100.36,5.88,190.1,23673.27,33768.32,302.17,51.9,5.21,814192,1552,0.28,0.25,648.51,106.93,51.82,17.05,1631.68,2100,5187.76,15781.37,4933.66,4749.5,28536.41,34129.89,1700,1766.34,5978.02,12648.5
5.135282,4.457519,179,30184,22584,294.79,39.53,5.59,187,33076,16984,267.7,12.4,42.73,5.35,157,20422,29674,319.08,49.08,6.18,814268,1444,0.28,0.23,649,114,52.49,17.84,1540,1939,4621.93,14514.49,5003,5780,26602.52,42282.06,1551,1731,4843.97,12633.46
5.135282,4.457519,134,15040,21792,274.87,24.09,5.99,167,31534,20820,313.5,8.44,78.32,5.99,188,25466,27870,283.7,37.81,5.09,814344,1520,0.28,0.28,650,109,51.62,17.06,1602,1648,5622.9,11866.47,4414,4965,22932.7,36658.02,1523,1586,4802.08,11391.36
5.195313,4.479359,151,22334,24126,307.68,26.26,5.75,181,32654,23054,307.78,11.28,71.42,5.52,141,20394,21738,298.81,43.7,6.61,814420,544,0.3,0.28,656,108,51.78,16.85,1732,1663,6430.7,12020.56,4754,5219,26156.24,38062.35,1491,1806,3976.6,13649.25
5.195313,4.479359,111,16884,15110,288.23,29.8,7.26,170,22418,34028,332.04,14.39,105.92,5.88,131,19742,14294,259.82,37.77,5.98,814496,624,0.28,0.25,630,115,49.18,18.15,1346,1649,3287.41,12136.16,4230,4110,23281.91,30073.88,1566,1546,5781.18,10957.64
5.195313,4.479359,141,20780,21062,296.75,49.31,6.86,186,33120,22144,297.12,12.46,77.76,5.38,181,21256,33534,302.71,66.92,5.52,814572,700,0.3,0.25,643,112,50.38,17.71,1612,2104,4794.45,15979.35,5042,5245,27539.69,37955.99,1696,1651,6543.71,11697.55
5.227645,4.679818,76,9208,11130,267.61,59.32,6.01,87,13920,10708,283.08,5.14,55.17,5.25,83,15562,9090,297.01,58.47,5.51,814656,492,0.28,0.13,645,102,50.29,16.84,1123,1077,2453.22,7841.54,3248,2785,17751,19545.9,1106,1200,2246.66,9030.22
5.227645,4.679818,181,29130,25536,302.02,88.65,5.52,192,31828,24924,295.58,10.87,67.29,5.21,165,23846,24784,294.73,46.49,5.9,814732,568,0.28,0.25,639,100,49.33,16.68,1448,1715,4311.73,12781.91,5141,5877,28159.87,43365.93,1611,1964,4858.97,14783.73
5.311353,4.571464,164,23116,22510,278.21,40.82,5.57,174,26640,27666,312.1,13.29,76.95,5.75,175,17948,28882,267.6,49.57,4.85,814808,620,0.28,0.25,650,105,50.26,17.76,1832,1879,6941.59,13342.13,4975,4680,28368.79,34192.55,1518,2017,3669.2,15244.63
5.311353,4.571464,177,28264,29996,329.15,91.46,5.65,201,30370,21326,257.19,8.19,39.1,4.87,184,22942,24876,259.88,39.97,5.4,814884,696,0.35,0.23,626,109,47.79,17.74,1586,1916,4945.88,14144.07,5142,5721,27485.2,40982.01,1428,1789,3636.97,13313.17
5.311353,4.571464,160,26318,22736,306.59,94.71,6.26,191,30568,22548,278.09,12.47,65.15,5.24,170,24776,26198,299.85,37.62,5.48,814960,772,0.28,0.3,640,119,50.18,18.76,1607,1512,6027.13,10523.49,4444,5412,23635.79,41473.84,1682,1778,6284.74,12966.5
5.188979,4.424898,139,25780,18490,318.49,24.58,5.94,172,24172,21672,266.53,10.62,86.56,5.81,189,25286,32504,305.77,98.83,5.28,815036,796,0.43,0.23,637,113,49.16,18,1611,1619,5921.86,11668.24,4532,5284,24270.32,38766.38,1513,1668,5026.02,12115.77
5.188979,4.424898,140,19486,23766,308.94,54.79,6.11,150,24454,20232,297.91,3.87,25.09,5.85,138,15018,26488,300.77,28.48,6.24,815116,876,0.28,0.25,647,110,50.19,17.81,1765,1940,6573,14221.54,4193,4167,23748.79,29777.37,1609,1404,5634.66,9855.87
5.422875,4.406165,168,24074,29308,317.75,44.85,5.95,158,24182,20518,282.91,4.26,27.36,5.48,113,15006,21224,320.62,22.97,6.5,815196,952,0.38,0.3,644,112,48.12,18.01,1564,1837,4706.54,13821.65,4674,4491,26487.63,31828.52,1676,1729,6320.89,12590.76
5.422875,4.406165,130,16068,22290,295.06,28.63,5.6,178,30606,18134,273.82,12.54,42.97,5.62,157,18442,26336,285.21,33.09,5.99,815268,1028,0.28,0.2,652,113,50.75,18,1565,1543,5137.27,11029.45,4083,4527,19903.8,32931.12,1810,1332,7573.46,9066.12
5.422875,4.406165,175,25156,26886,297.38,48.5,5.55,189,33896,22470,298.23,12.3,80.76,5.29,149,24274,19458,293.5,78.11,6.24,815344,1104,0.23,0.23,631,110,48.42,17.56,1305,1732,2750.71,13067.13,4809,5708,24995.32,42326.02,1650,1642,6133.09,11714.22
4.969183,4.394154,180,23678,25968,275.81,35.63,5.37,202,37090,19300,279.16,12.18,55.34,4.95,158,20216,22072,267.65,47.35,6.33,815420,1164,0.33,0.25,643,117,49.61,18.05,1457,1532,4107.16,10820.5,5121,5599,28205.37,40894.13,1567,2274,3896.92,17519.57
4.969183,4.394154,87,12552,11022,270.97,19.87,6.56,160,23454,22462,286.98,11.29,86.22,6.25,144,18798,21836,282.18,31.27,6.15,815496,1240,0.33,0.23,649,110,49.68,18.31,1368,1267,4320.11,8700.92,3856,3978,19867.77,27934.88,1473,1502,4344.73,10766.06
4.603307,4.343212,135,16208,23468,293.9,28.67,6.58,178,28926,21182,281.51,13.13,90.22,5.62,160,19884,24956,280.25,38.42,6.14,815576,1160,0.3,0.25,664,110,50.58,18.81,1731,2003,6005.15,14693.49,4558,4581,25753.56,33104.87,1519,1581,4697.43,11341.06
4.603307,4.343212,116,22632,15748,330.86,22.98,5.78,197,36132,25240,311.53,13.05,67.46,5.08,130,22346,20018,325.88,67.39,6.85,815652,1236,0.28,0.23,647,106,49.69,17.39,1248,1564,2828.77,11845.55,4512,5439,24030.21,40938.11,1367,1699,3639.86,12941.26
4.603307,4.343212,136,23854,20860,328.78,23.68,6.28,192,36676,25574,324.22,8.03,41.44,5.05,111,19102,16824,323.66,25.06,6.68,815732,1320,0.33,0.25,658,108,50.54,17.47,1396,1895,3343.25,14508.64,4970,5468,28243,40204.33,1432,1797,3331.34,13661.2
5.399194,4.332499,146,19988,22878,293.6,31.97,6.08,191,27896,25562,279.88,6.4,33.5,4.93,175,26394,27042,305.35,37.11,5.42,815808,332,0.28,0.2,666,107,53.28,17.87,1579,1801,4483.34,13214.47,5294,5238,29914.56,37260.7,1753,2194,5656.36,16499.17
5.399194,4.332499,170,27998,24064,306.25,56.14,5.88,190,31500,26572,305.64,11.98,51.74,5.26,136,19804,20952,299.68,37.96,7.06,815892,496,0.25,0.23,644,106,49.78,17.1,1530,2030,4243.59,15425.39,5340,5571,29964.91,40596.23,1638,1838,5441.64,13401.34
5.205218,4.446817,160,21784,24872,291.6,82.84,6.25,188,28724,25100,286.3,11.2,70.46,5.32,156,20520,27218,306.01,72.15,6.12,815968,540,0.28,0.23,657,117,53.15,19.01,1512,2088,3999.26,15808.45,5012,4940,28275.58,35305.46,1771,1764,6292.54,12402.21
5.205218,4.446817,137,15084,26152,300.99,89.84,6.38,171,23646,21618,264.7,12.81,51.36,5.85,191,23820,28702,274.98,45.26,5.24,816044,620,0.33,0.23,654,116,51.43,18.72,1601,1975,4790.71,14662.72,4722,4512,26607.38,31895.69,1593,1642,5145.44,11685.97
5.205218,4.446817,148,23230,19270,287.16,28.61,5.77,167,27940,16834,268.11,13.52,63.65,5.99,152,18956,27232,303.87,65.03,5.88,816124,700,0.28,0.25,652,113,52.01,18.07,1490,1284,4810.93,8463.14,4343,4832,21845.87,35189.19,1570,1804,4843.47,13301.52
4.724595,4.383456,119,17932,15722,282.81,29.04,6.54,182,22414,23524,252.41,12.93,65.9,5.49,185,31706,27022,317.45,55.9,5.41,816200,728,0.3,0.2,651,110,51.64,17.85,1397,1749,3790.2,12935.75,4848,5038,26143.15,36406.88,1332,1779,2920.07,13453.29
4.724595,4.383456,124,14948,10536,205.52,67.23,8.06,181,26906,25156,287.64,12.74,93.93,5.52,148,21910,20826,288.76,32.31,6.28,816332,824,0.38,0.2,655,113,53.07,18.02,1402,1487,4116.94,10767.48,3937,4148,19746.49,31426.35,1453,1351,4694.67,9426.5
4.426137,4.462203,104,16042,17094,318.62,17.88,6.1,171,25614,18896,260.29,12.46,67.06,5.85,117,18536,10964,252.14,38.39,6.31,816088,864,0.35,0.23,652,109,51.14,17.52,1371,1476,3735.59,10964.89,3674,4102,18486.24,30358.55,1246,1111,3243.58,7889.73
4.426137,4.462203,123,12990,15914,234.99,20.06,6.61,166,25074,15606,245.06,13.28,63.36,6.02,157,25110,17792,273.26,68.45,6.37,816068,916,0.35,0.28,659,108,52.97,17.68,1110,1341,1258.98,9853.43,3965,4275,20258.93,30918.2,1221,1392,2366.8,10241.59
4.426137,4.462203,180,31536,19816,285.29,37.13,5.51,176,30296,22976,302.68,10.19,48.9,5.68,154,19648,18930,250.51,92.84,6.49,816288,1048,0.33,0.23,655,117,52.16,19.03,1557,1653,4824.98,12093.54,4751,5579,25264.71,40560.58,1289,1789,2600.19,13561.32
