Latency_172.18.158.42_log,Latency_172.16.158.32_log,dev_sdc_tps,dev_sdc_rd_sec,dev_sdc_wr_sec,dev_sdc_avgrq-sz,dev_sdc_await,dev_sdc_svctm,dev_sde_tps,dev_sde_rd_sec,dev_sde_wr_sec,dev_sde_avgrq-sz,dev_sde_avgqu-sz,dev_sde_await,dev_sde_svctm,dev_sdg_tps,dev_sdg_tps,dev_sdg_wr_sec,dev_sdg_avgrq-sz,dev_sdg_await,dev_sdg_svctm,cached,dirty,cpu_all_usr,cpu_all_sys,iface_enp6s0f0_rxpck,iface_enp6s0f0_txpck,iface_enp6s0f0_rxkB,iface_enp6s0f0_txkB,iface_enp6s0f1_rxpck,iface_enp6s0f1_txpck,iface_enp6s0f1_rxkB,iface_enp6s0f1_txkB,iface_enp131s0f0_rxpck,iface_enp131s0f0_txpck,iface_enp131s0f0_rxkB,iface_enp131s0f0_txkB,iface_enp131s0f1_rxpck,iface_enp131s0f1_txpck,iface_enp131s0f1_rxkB,iface_enp131s0f1_txkB
5.422759,4.296248,152,20196,23726,288.96,22.43,5.45,185,28990,23934,286.08,7.83,42.37,5.23,132,15790,19134,264.58,28.33,6.32,840212,776,0.33,0.23,647,122,50.79,18.58,1672,1528,5456.88,10507.23,4511,4721,23540.96,32828.71,1714,1735,5960.82,12166.46
5.422759,4.296248,154,24862,23702,315.35,35.85,5.66,198,31930,23438,279.64,10.47,41.18,5.05,150,21362,23110,296.48,44.68,5.63,840292,824,0.3,0.25,627,108,50.94,16.97,1600,1719,4863.03,12477.59,5066,5514,27493.42,39523.64,1743,2003,5889.46,14632.6
5.309564,4.498131,131,16880,22666,301.88,33.17,6.63,159,26614,20288,294.98,12.68,92.85,6.29,117,17622,18138,305.64,24.92,6.08,840368,900,0.25,0.2,648,101,50.81,16.77,1492,1489,4739.5,10459.61,4242,4372,22470.49,30879.17,1718,1643,5866.16,11826.66
5.309564,4.498131,153.47,20085.15,22756.44,279.16,23.52,5.8,152.48,26164.36,19435.64,299.06,12.9,83.84,6.49,147.52,19669.31,24792.08,301.38,30.97,5.95,840444,928,0.28,0.28,644.55,111.88,51.28,18.07,1625.74,1703.96,4773.44,12265.27,4646.53,4380.2,25792.08,33277.09,1768.32,1800,6408.27,12707.87
5.309564,4.498131,130,18096,14880,253.66,25.85,5.55,174,25862,25860,297.25,12.64,82.75,5.75,142,23718,21326,317.21,26.28,6.4,840520,1004,0.33,0.28,643,119,48.68,17.93,1547,1403,4941.96,9645.45,4200,4771,20630.65,34445.17,1519,1481,4518.28,10377.97
5.297121,4.488,182,26826,24618,282.66,37.81,5.42,190,29970,25470,291.79,11.51,41.32,5.26,166,27658,24408,313.65,52.36,6.02,840568,1052,0.3,0.25,644,117,50.62,18.51,1510,2054,3584.04,15464.05,5452,5914,28047.97,42393.53,1554,1751,4201.58,12411.64
5.297121,4.488,164,22538,28900,313.65,49.15,5.99,183,26256,27306,292.69,13.58,85.69,5.46,132,18348,19434,286.23,19.73,6.08,840644,1104,0.3,0.28,643,98,48.56,17.06,1824,1702,7231.43,11031.76,4415,4816,22276.34,33660.38,1816,1693,7029.74,11168.28
5.345023,4.441224,159,22092,29796,326.34,55.63,5.9,175,28102,19766,273.53,12.73,85.71,5.71,149,18124,27460,305.93,39.73,6.09,840752,1216,0.3,0.25,649,105,50.5,17.26,1856,1959,6220.01,14119.75,4919,4942,27000.73,34769.28,1785,1875,6579.29,13319.03
5.345023,4.441224,149,22220,21796,295.41,28.89,6.07,181,27858,18790,257.72,10.94,71.16,5.52,143,23546,20064,304.97,29.94,6.08,840828,1244,0.3,0.25,653,118,49.54,18.82,1469,1551,4016.5,11179.22,4681,5191,24685.27,37696.66,1467,1780,3896.6,13221.86
5.345023,4.441224,145,21892,19196,283.37,31.49,5.81,194,32640,21284,277.96,12.95,61.75,5.15,173,18866,31234,289.6,52.88,5.77,840904,1328,0.33,0.28,641,114,49.48,18.09,1860,1776,6960.76,11806.53,4671,5238,23213.77,37075.96,1882,1699,7059.45,11093.65
4.926378,4.478162,185,24880,27312,282.12,70.15,5.41,171,29178,18454,278.55,14.03,87.61,5.85,148,21462,23490,303.73,75.62,6.01,840980,1404,0.3,0.23,645,108,49.26,17.45,1820,1644,6866.34,10892.86,4502,5282,21393.48,38395.76,1719,1593,5715.9,11201.92
4.926378,4.478162,177,20118,31602,292.2,64.98,5.66,163,23200,21596,274.82,4.4,24.57,5.23,128,19366,21206,316.97,32.63,6.79,841056,404,0.28,0.25,644,113,50.03,18.25,1573,1712,4566.82,12067.72,4408,4514,23413.83,31419.98,1643,1669,5568.55,11668.99
5.133085,4.445433,165,23144,24430,288.33,79.73,6.07,179,33394,24104,321.22,7.09,36.58,5.37,184,30036,28270,316.88,65.08,5.44,841132,480,0.25,0.28,647,112,49.33,17.71,1665,1966,5152.86,14344.14,5421,5989,29402.48,43993.84,1645,2156,4427.34,16223.21
5.133085,4.445433,147,16634,24646,280.82,116.8,6.8,205,21258,23638,219,12.22,42.93,4.88,124,18090,20534,311.48,18.47,6.04,841204,404,0.28,0.28,659,115,51.05,18.15,1586,1950,4453.8,14395.8,4718,4060,26323.64,28793.46,1525,1582,4719.96,11028.21
5.133085,4.445433,169,21350,23578,265.85,73.55,5.92,137,20414,14346,253.72,10.06,92.3,7.3,131,19026,18462,286.17,22.39,5.9,841660,532,0.3,0.23,657,117,49.76,18.76,1273,1493,2534.47,11000.48,3954,4184,19895.75,30137.61,1385,1270,3889.31,8928.23
4.499907,4.366628,95,9976,10704,217.68,19.26,6.17,181,23392,23360,258.3,13.51,73.16,5.53,111,10498,16860,246.47,106.29,9.02,841104,608,0.28,0.23,646,99,50.36,16.42,1318,1120,3228.06,7519.82,3610,3330,18181.92,22087.15,1513,1512,4609.18,10706.62
4.499907,4.366628,126,12068,13732,204.76,20.58,6.12,188,22628,17576,213.85,14.14,103.33,5.32,156,21712,16900,247.51,143.17,6.41,841444,664,0.28,0.23,649,106,48.84,17.12,1424,1224,4192.16,8076.39,3697,3860,17078.29,26879.06,1318,1319,2738.7,9401.9
4.287488,4.366049,148,21190,21778,290.32,36.48,6.45,202,28932,22242,253.34,11.01,46.24,4.95,186,20634,32330,284.75,53.01,5.38,841520,740,0.3,0.25,646,113,50.33,17.75,1606,1715,4701.68,12265.04,4616,4954,23226.29,35739.07,1667,1623,5440.75,11248.12
4.287488,4.366049,154,20426,24326,290.6,50.73,6.19,188,28356,25748,287.79,11.51,43.78,5.32,175,23936,24422,276.33,35.61,5.59,841596,768,0.3,0.28,641,110,49.36,17.33,1595,1968,4303.46,14464.12,5620,5340,31498.58,36770.36,1577,2220,3926.27,16755.36
4.287488,4.366049,149,20994,24546,305.64,33.15,6.2,174,31500,18898,289.64,11.76,69.53,5.75,132,17784,16004,255.97,23.52,6.39,841676,856,0.3,0.25,653,117,51.35,18.51,1568,1638,4693.22,11319.37,4988,5128,25920.21,35764.46,1447,1928,2863.49,14563.27
4.900629,4.752171,136,16342,19448,263.16,20.97,6.1,179,28084,23286,286.98,12.62,97.93,5.59,163,24908,18358,265.44,34.53,5.48,841752,932,0.33,0.25,641,106,49.83,17.3,1644,1470,5405.67,9506.89,4273,4962,20291.13,35024.38,1534,1434,4327.54,9820.94
4.900629,4.752171,156,23578,23532,301.99,36.74,5.95,207,33628,27450,295.06,12.37,48.18,4.83,171,26524,24154,296.36,48.89,5.56,841828,984,0.25,0.25,648,106,50.49,17.14,1547,1899,3972.25,13553.9,5346,5765,27733.71,42021.18,1692,1816,5104.67,13481.8
4.995947,4.567473,158,21122,24466,288.53,67.78,6.33,210,35682,27088,298.9,11.76,45.15,4.76,133,18350,22030,303.61,45.44,6.12,841904,1060,0.28,0.28,639,115,49.07,18.13,1683,1930,5181.35,13925.39,5304,5386,28633.39,37962.92,1565,1924,4183.11,14004.89
4.995947,4.567473,149,22656,21118,293.79,26.83,5.82,155,19946,24220,284.94,7.12,72.26,5.9,148,22294,21300,294.55,41.39,5.94,841980,1084,0.25,0.23,646,113,52.61,17.75,1527,1600,4180.77,11458.36,4600,4684,24014.14,33298.46,1585,1798,4591.48,13145.26
4.995947,4.567473,145,18774,26016,308.9,74.32,6.5,154,28714,21282,324.65,3.83,24.73,5.64,156,24238,24410,311.85,49.21,6.17,842028,1148,0.23,0.2,636,105,49.04,17.26,1671,1484,5924.92,10306.9,4704,5066,23295.97,36231.35,1555,1732,4756.99,12833.77
5.191317,4.48626,160,18256,25130,271.16,41.21,6.03,199,35214,21876,286.88,11.16,43.14,4.99,187,28022,26638,292.3,49.45,5.35,842136,1260,0.33,0.23,648,106,52.13,17.12,1737,2057,5111.74,15140.34,5327,5770,27783.01,40905.74,1560,1793,4061.7,13096.06
5.191317,4.48626,118,17522,16992,292.49,37.49,6.57,165,29128,16054,273.83,12.62,69.08,6.06,156,20340,15864,232.08,34.4,5.9,842212,1304,0.3,0.23,642,106,49.7,17.55,1334,1566,2868.42,11365.09,4203,4749,20592.74,33866.95,1291,1332,3230.31,9476.4
5.262835,4.505069,143,23252,22218,317.97,30.99,5.71,175,30668,22246,302.37,12.63,64.21,5.71,173,23662,32308,323.53,42.09,5.35,842288,1388,0.33,0.23,648,106,54.25,17.85,1746,2005,5957.34,14749.76,5131,5486,27788.27,39181.09,1804,1871,6713.19,13174.45
5.262835,4.505069,172,23046,28770,301.26,48.85,5.81,172,30740,18192,284.49,13.62,71.51,5.81,126,19416,19662,310.14,26.1,6.16,842364,384,0.28,0.23,633,109,49.83,17.52,1614,1648,5129.49,11542.22,4584,4983,22411.02,36956.5,1732,1588,6070.15,10693
5.262835,4.505069,151,22898,21014,290.81,27.96,5.9,187,26894,29456,301.34,10.27,46.58,5.35,165,24988,22432,287.39,59.31,6.06,842440,476,0.3,0.25,637,103,51.87,16.9,1734,1845,5654.57,12914,4720,5394,23354.14,37821.65,1807,1653,6741.4,10846.95
5.040492,4.428588,146,15534,19558,240.36,43.42,5.9,185,33768,19078,285.65,10.66,51.55,5.41,122,23602,14406,311.54,26.43,5.91,842516,552,0.3,0.23,631,94,48.86,16.55,1170,1398,1387.82,10572.61,4103,4829,18877.97,36844.08,1251,1259,2757.24,9035.4
5.040492,4.428588,60,5718,10910,277.13,16.05,7.33,85,13792,9700,276.38,1.19,15.74,6.29,66,9586,7492,258.76,15.17,6.3,842568,448,0.28,0.15,636,104,50.42,17.24,1047,662,2085.57,4067.96,2083,2069,7991.29,14698.6,1135,669,3163.5,4172.99
5.444384,4.332741,107,14012,15694,277.63,30.49,6.18,156,24186,22476,299.12,6.28,37.96,5.44,118,18786,16306,297.39,28.4,6.61,842676,600,0.3,0.23,636,97,50.23,16.97,1407,1197,4620.28,7855.35,3659,4069,18678.9,28915.92,1617,1537,5702.24,10759.97
5.444384,4.332741,115,20424,15046,308.43,36.48,6.17,155,21566,22356,283.37,4.57,30.85,5.46,142,26464,18726,318.24,28.26,5.47,842752,628,0.33,0.2,631,108,50.98,17.22,1483,1527,4015.48,10766.31,4645,4916,23524.01,34577.43,1442,1771,3035.85,13034.37
5.444384,4.332741,115,15724,15558,272.02,30.55,7.03,148,24846,15660,273.69,3.69,32.14,5.58,171,20726,24910,266.88,62.2,5.85,842828,712,0.28,0.25,647,120,50.06,19.78,1594,1662,4978.11,11730.26,4320,4483,22632.14,30735.39,1304,1519,2397.15,10851.53
5.285847,4.448629,114,17056,13608,268.98,22.85,6.24,188,30798,27362,309.36,8.63,48.41,5.03,149,21046,19732,273.68,83.93,6.71,842904,788,0.28,0.2,642,108,51.25,17.22,1430,1395,3708.31,9500.67,4419,4838,20459.26,34796.76,1475,1509,3527.48,10643.26
5.285847,4.448629,150,24956,18494,289.67,34.77,5.87,152,20740,20808,273.34,4.24,27.93,5.74,159,17170,24284,260.72,47.37,6.29,842980,832,0.3,0.2,653,112,50.14,17.98,1626,1401,5406.15,9474.17,4122,4482,20249.06,31765.21,1727,1546,5930.37,10670.75
5.267934,4.494238,187,27154,28538,297.82,64.77,5.35,174,30534,17130,273.93,4.83,31.91,5.56,160,25722,23008,304.56,43.51,6.25,843028,896,0.25,0.28,651,115,50.83,18.63,1755,1896,6323.6,13562.23,4945,5797,25627.77,42380.15,1491,1687,4009.33,12230.98
5.267934,4.494238,114,16752,17468,300.18,33.99,6.94,194,31258,26744,298.98,8.81,44.13,5.04,141,21402,16668,270,81.02,7.09,843140,960,0.3,0.25,644,108,48.7,17.47,1440,1483,3166.38,10374.6,4651,4990,22505.09,35319.94,1616,1701,5323.34,11661.32
5.267934,4.494238,164,21246,24674,280,33.79,5.9,161,31404,17592,304.32,3.79,23.95,5.49,156,24092,21894,294.78,80.78,6.41,843216,1036,0.28,0.23,639,112,49.01,17.48,1357,1469,3051.18,10534.23,4688,5389,24026.74,38756.76,1608,1814,4682.27,13491.55
5.006428,4.39282,145,20748,21358,290.39,32.92,5.67,172,35890,21502,333.67,6.29,35.35,5.08,168,20080,28758,290.7,56.33,5.95,843292,1120,0.28,0.25,649,114,50.96,18.07,1442,1854,3207.97,14198.5,4912,5361,26289.52,38758.46,1367,1608,3271.21,11924.02
5.006428,4.39282,184,24410,27104,279.97,56.02,5.43,165,23860,24076,290.52,8.05,49.52,5.68,179,23582,27808,287.09,53.47,5.59,843368,1160,0.28,0.25,643,114,49.45,18.07,1859,1564,6975.18,10285.82,5020,5080,25272.28,36047.38,1891,2138,6738.16,15149.55
4.763241,4.544961,176,28220,25760,306.7,93.84,5.69,188,25962,24706,269.51,9.29,41.45,5.32,161,20362,23662,273.44,48.48,6.22,843444,1260,0.33,0.25,645,105,48.14,17.33,1811,1953,5999.79,14017.15,4957,5146,26655.21,37412.58,1708,1812,5514.04,13101.71
4.763241,4.544961,167,21206,30100,307.22,75.29,5.99,146,25324,19434,306.56,4.85,35.66,6.24,175,32804,23210,320.08,72.71,5.71,843524,388,0.25,0.25,655,111,50.18,17.42,1433,1983,2946.25,14963.46,5507,5615,30221.93,40101.46,1503,1915,3805.67,14420.21
4.763241,4.544961,181,27090,17220,244.81,55.6,5.52,131,18182,20552,295.68,3.34,28.49,6.31,138,19894,22808,309.43,29.44,5.57,843600,464,0.28,0.23,646,117,49.51,18.76,1702,1705,6456.16,12015.9,4368,4662,22999.6,32919.46,1327,1491,2814.33,10752.22
5.270437,4.446615,163,22228,27840,307.17,74.97,6.13,159,32502,19550,327.37,5.58,32.07,5.42,146,18732,26758,311.58,35.02,5.95,843676,556,0.28,0.23,638,106,49.01,16.85,1763,1738,5962.35,12056.14,4666,5126,24539.73,36837.96,1910,1844,6911.46,12841.14
5.270437,4.446615,124,12998,19886,265.19,103.86,8.06,174,32486,21488,310.2,11.65,60.84,5.75,118,14868,19676,292.75,30.2,6.46,843360,572,0.4,0.25,643,115,49.7,18.63,1409,1604,3261.84,11518.78,3925,4282,19530.5,30450.96,1610,1217,5820.07,7849.21
5.189698,4.408782,166,23618,22126,275.57,124.66,6.02,163,23944,19440,266.16,12.65,72.66,6.13,166,22838,27552,303.55,39.41,5.87,843832,696,0.4,0.3,646,108,49.45,17.25,1551,1698,4074.55,12303.96,4486,4896,23405.57,35082.1,1491,1518,3969.34,10629.56
5.189698,4.408782,128,18050,20564,301.67,22.61,5.86,180,23424,17086,225.06,18.85,82.94,5.56,202,34834,26690,304.57,55,4.95,843896,568,0.4,0.25,646,113,50.56,17.77,1676,1600,5881.92,11310.5,4732,5104,24292.32,37746.61,1419,1668,3735.44,12134.63
5.189698,4.408782,152,21136,19590,267.93,32.74,5.7,179,31764,27202,329.42,9.38,80.86,5.59,155,18846,23400,272.55,121.34,6.45,843948,620,0.3,0.3,631,116,49.13,18.45,1519,1606,4331.12,11116.31,4699,4792,25521.76,35271.43,1696,1976,5543.32,14432.11
4.401814,4.361539,167,24388,21758,276.32,125.12,5.99,148,22200,23554,309.15,5.75,47.03,5.49,169,28304,22192,298.79,83.33,5.92,844060,780,0.3,0.23,635,108,49.85,17.2,1495,1616,4045.98,11325.32,4725,4919,25366.17,37799.08,1711,1863,5521.44,13615.22
4.401814,4.361539,152,20890,23640,292.96,67.26,6.58,132,17132,21594,293.38,3.13,22.56,6.13,170,19786,25090,263.98,63.8,5.88,844136,824,0.25,0.25,655,110,49.89,17.88,1525,1784,4014.42,12912.75,4920,4168,27979.69,29208.6,1657,2079,4668.45,15451.12
4.490997,4.763997,136,21328,18336,291.65,83.9,7.35,158,19924,21190,260.22,4.66,29.8,5.35,181,26472,20898,261.71,79.61,5.52,844212,928,0.28,0.23,646,114,50.52,18.32,1489,1518,3930.86,10613.09,4450,4895,22471.29,34215.69,1606,1780,4838.63,12444.89
4.490997,4.763997,175,18834,32224,291.76,82.51,5.71,184,30202,22476,286.29,8.42,46.67,5.36,192,26558,32026,305.12,57.45,5.21,844288,956,0.3,0.28,642,112,49.91,17.71,1899,2036,6816.31,14582.99,5219,5397,28968.19,38457.88,1829,1984,6694.28,14429.25
4.490997,4.763997,179,26338,30190,315.8,86.66,5.59,213,35274,24626,281.22,11.23,39.57,4.69,157,23100,22880,292.87,40.04,6.13,844356,1032,0.35,0.3,653,119,51.76,19.16,1690,2104,4750.91,15387.23,5557,5608,31407.89,42760.09,1660,2107,4963.36,15269.59
5.216411,4.544824,154,20048,26660,303.3,71.64,6.49,216,36000,25534,284.88,11.16,45.87,4.63,168,26122,20288,276.25,39.04,5.57,844444,1124,0.33,0.3,654,119,50.89,19.14,1467,1931,3209.39,13881.86,5663,5861,31075.09,41268.18,1951,2221,6630.01,16020.46
5.216411,4.544824,151,23870,22412,306.5,22.64,5.72,168,22574,25592,286.7,7,76.38,5.2,159,22306,20430,268.78,41.08,5.9,844520,1168,0.3,0.25,654,114,52.47,18.34,1716,1589,6248.06,10880.96,4400,4920,22056.13,35267.34,1409,1540,3760.28,11085.57
5.130459,4.485537,184,26302,22126,263.2,35.35,5.23,173,27772,19678,274.28,11.87,79.68,5.79,158,22898,23670,294.73,28.94,5.84,844596,1252,0.28,0.3,647,112,49.22,18.28,1839,1948,7236.24,13554.83,5244,5413,28440.78,38911.07,1487,1946,3494.55,14701.43
5.130459,4.485537,138,22650,22524,327.35,32.26,6.52,160,27740,19222,293.51,11.83,55.98,6.25,139,27398,19858,339.97,28.29,6.24,844672,1276,0.3,0.28,666,112,53.39,17.98,1431,1797,3203.68,13466.11,4749,5340,24732.52,39272.27,1586,1625,4746.21,11646.88
5.130459,4.485537,110,19478,14208,306.24,19.97,6.6,175,26642,23940,289.04,11.91,71.06,5.72,140,18140,23530,297.64,24.55,6.16,844748,1356,0.25,0.33,643,117,49.62,18.78,1848,1622,7164.25,10985.09,4175,4350,21576.89,32450.32,1480,1472,4154.96,10323.51
4.834357,4.383887,147,16430,26120,289.46,27.3,6.13,173,27692,20438,278.21,11.93,64.45,5.79,101,14122,15948,297.72,18.52,6.45,844828,796,0.33,0.33,652,119,52.98,19.14,1655,1662,5520.22,11560.88,4286,4286,22299.87,29456.73,1557,1563,4550.06,10988.62
4.834357,4.383887,152,22512,21712,290.95,27.03,5.72,191,27984,28158,293.94,14.19,49.61,5.24,163,26518,19470,282.13,39.4,5.58,844908,440,0.35,0.35,651,116,50.86,18.45,1432,1798,3500.23,13312.77,4867,5137,26458.47,38912.04,1498,1765,4067.42,13036.78
4.839069,4.34264,102,16472,10208,261.57,15.9,6.73,176,34776,20726,315.35,13.32,84.47,5.68,113,21706,14630,321.56,54.91,5.99,844984,532,0.28,0.35,646,114,51.09,18.36,1092,1267,1319.53,9546.53,4149,4870,19711.53,36818.9,1030,1279,1075.68,9635.07
4.839069,4.34264,110,21338,13724,318.75,29.07,6.46,129,22314,16736,302.71,4.39,71.35,5.72,96,12068,14042,271.98,19.95,6.32,845064,564,0.28,0.33,649,117,50.08,18.76,1235,1242,2344.66,8979,3575,3890,17041.74,28147.88,1114,1110,1975.45,7981.43
4.839069,4.34264,128,20806,18178,304.56,23.02,5.51,166,24992,20346,273.12,6.36,36.96,5.88,160,22312,23872,288.65,29.38,5.7,845140,640,0.25,0.4,644,115,51.48,18.13,1697,1597,6014.55,10633.74,4426,4831,21976.25,34443.87,1618,1494,5250.31,10176.07
5.536134,4.464102,119,15096,19214,288.32,21.47,6.39,181,25334,25640,281.62,6.73,38.24,5.06,121,19664,18546,315.79,27.04,5.88,845216,724,0.33,0.35,629,112,48.91,17.53,1727,1787,5855.5,12165.58,4260,4325,22837.67,30119.91,1417,1537,3728.81,10611.59
5.536134,4.464102,164,23076,26080,299.73,67.21,6.1,150,25708,17602,288.73,4.9,36.24,6.08,159,20418,19956,253.92,26.26,5.49,845292,636,0.3,0.38,631,109,48.95,17.44,1377,1534,3062.75,11115.75,4824,5072,25519.42,35477.34,1522,1881,3617.87,14080.25
5.223418,4.424816,162,23454,25248,300.63,27.65,5.51,164,23612,22510,281.23,7.93,47.37,5.73,176,19916,27554,269.72,76.41,5.68,845372,752,0.25,0.38,635,125,49.64,19.78,1598,1939,4337.75,14104.99,5025,4983,27085.58,33848.46,1780,1880,6351.17,12835.16
5.223418,4.424816,183,20252,22768,235.08,35.97,4.98,146,22398,16330,265.26,5.25,42.18,6.18,111,13126,14548,249.32,24.26,6.48,845448,780,0.18,0.35,681,113,52.46,19,1442,1277,3865.98,8501.94,3748,4013,17218.32,27936.7,1613,1271,5672.62,8252.56
5.223418,4.424816,156,22068,22998,288.88,59.03,5.74,183,28620,24074,287.95,8.93,44.11,5.4,191,28156,29272,300.67,39.63,5.23,845516,856,0.25,0.4,639,125,49.15,19.32,1571,1944,4623.56,14216.21,5218,5610,28789.21,40116.94,1614,1958,4456.73,14327.32
5.302104,4.464892,123,18708,18140,299.58,27.24,6.45,183,28786,24626,291.87,7.81,41.54,5.4,129,24246,18472,331.15,26.12,5.87,845600,944,0.18,0.33,639,126,49.46,19.59,1367,1581,3355.79,11584.4,4540,5035,23629.4,36231.48,1404,1645,3522.53,12202.44
5.302104,4.464892,137,15644,25804,302.54,38.4,6.13,194,35844,23026,303.45,10.54,50.62,5.1,167,23944,27238,306.48,43.14,5.99,845676,980,0.2,0.43,643,126,48.8,19.84,1702,1752,5229.77,12469.93,4965,5292,25910.28,37838.48,1992,1935,8034.77,13464.91
5.263049,4.46709,182,26106,27354,293.74,53.2,5.5,183,33050,21772,299.57,11.99,70.23,5.47,175,25804,24746,288.86,65.51,5.72,845752,1080,0.18,0.35,641,125,48.59,19.32,1747,1807,5933.33,12831.75,5280,5652,27567.01,42370.47,1730,1944,5400.75,13989.55
5.263049,4.46709,158,22918,25332,305.38,36.82,6.05,168,35444,21452,338.67,7.36,63.76,5.77,169,23628,28722,309.76,67.4,5.9,845828,1112,0.2,0.38,655,120,50.57,18.95,1792,2114,6257.7,15627.27,5380,5733,29751.95,41145.6,1420,1863,3177.09,14025.83
5.263049,4.46709,110,14848,17816,296.95,36.52,7.26,154,30490,17294,310.29,4.95,28.53,5.34,145,18980,24610,300.62,43.52,6.07,845904,1188,0.18,0.4,638,118,47.29,18.64,1480,1609,4033.56,11464.24,4682,4664,25852.02,32237.66,1741,1928,5844.99,14050.78
5.243227,4.396896,173,25406,23598,283.26,64.51,5.78,162,25700,20294,283.91,6.03,35.53,5.61,178,30798,24030,308.02,72.33,5.62,845984,1276,0.2,0.43,655,124,49.64,19.48,1787,1808,5896.83,12260.36,4888,5721,23971.67,41372.11,1787,1706,6199.99,11618.21
5.243227,4.396896,177,21310,28602,281.99,75.66,5.65,183,29008,25748,299.21,12.35,74.3,5.46,157,19878,27724,303.2,105.11,6.37,846060,1312,0.15,0.35,650,124,49.1,19.71,1907,1848,7647.24,12850.36,4633,4684,24769.45,35690.7,1914,1735,7610.65,11913.45
4.872057,4.445293,138,20604,21796,307.25,43.14,6.21,162,21728,25210,289.74,13.34,76.54,6.18,145,24722,21730,320.36,41.39,6.38,846136,1400,0.15,0.33,643,121,48.66,18.79,1531,1717,4302.93,12374.2,4640,4807,25256.73,33895.24,1630,1786,5345.25,13000.49
4.872057,4.445293,125,15890,17458,266.78,106.41,8,194,29768,29636,306.21,12.94,89.2,5.15,180,24672,28206,293.77,83.46,5.56,846572,372,0.18,0.35,636,119,48.29,18.43,1822,1645,7115.46,11026.58,4496,4876,22853.68,34425.08,1713,1718,6049.31,12043
4.872057,4.445293,195,28052,25608,275.18,49.41,5.13,132,21978,11962,257.12,11.43,83.03,7.5,128,20464,18878,307.36,26.77,6.39,846244,476,0.18,0.35,642,117,49.47,18.33,1509,1322,4888.26,8567.72,4272,5035,20216.44,35581.56,1622,1633,4738.45,11788.62
4.89482,4.383492,172,19344,21430,237.06,97.05,5.8,192,30924,24774,290.09,14.25,59.43,5.21,135,18248,12228,225.75,86.33,7.41,845652,620,0.25,0.35,647,122,50.61,19.08,1416,1848,3014.21,13603.73,4454,4642,22801.61,33382.82,1455,1385,3791.5,9338.11
4.89482,4.383492,165,22948,23026,278.63,75.48,6.06,176,25108,27614,299.56,10.53,49.9,5.68,164,21938,20924,261.35,103.4,6.1,846192,668,0.13,0.4,659,126,50.78,19.84,1580,1381,4984.82,9136.51,4517,4845,22516.45,34925.29,1700,1853,5018.41,13543.79
4.865282,4.457291,174,22684,30140,303.59,69.21,5.75,185,31692,24938,306.11,8.4,42.68,5.39,164,23506,26638,305.76,46.37,5.53,846500,748,0.15,0.35,643,117,48.1,18.35,1807,2014,5796.49,14901.81,5493,5653,30634.74,39597.08,1595,1986,4407.71,14963.24
4.865282,4.457291,170,26224,26802,311.92,56.38,5.89,176,27926,24990,300.66,13.21,52.18,5.69,165,22292,22924,274.04,47.76,5.77,846576,604,0.13,0.35,654,120,50.41,19,1893,1820,6960.72,12761.07,4945,5219,26717.99,38597.34,1743,2005,5394.93,14583.3
4.865282,4.457291,124,21290,15902,299.94,36.83,6.17,179,33578,17936,287.79,12.36,90.25,5.59,152,21188,24240,298.87,50,6.08,846652,680,0.15,0.35,642,113,48.49,18.05,1205,1285,2261.01,9177.86,4330,5050,20732.78,38662,1474,1569,4119.65,11258.91
5.148387,4.64189,182,26594,26370,291.01,68.05,5.13,169,23882,18958,253.49,11.15,65.94,5.92,194,31136,23818,283.27,48.54,5.15,846732,800,0.13,0.33,654,120,51.19,18.75,1446,1567,3976.27,10945.62,4890,5430,24195.17,40705.73,1746,1851,5875.39,13164.21
5.148387,4.64189,168,28096,21736,296.62,41.6,5.29,183,29312,25182,297.78,12.08,46.5,5.46,185,24476,25640,270.9,78.16,5.41,846808,844,0.15,0.4,653,120,50.84,19.33,1686,2030,4726.86,14954.65,5251,5411,28216.32,41332.44,1580,1713,4075.9,12391.41
4.931331,4.41335,123,14968,19346,278.98,25.07,6.32,189,30044,26256,297.88,11.82,81.56,5.29,167,23196,22372,272.86,34.71,5.5,846884,928,0.15,0.4,654,116,52.28,18.97,1771,1827,5873.1,12719.95,4727,4953,24407.97,34424.01,1764,1692,6042.89,11654.57
4.931331,4.41335,187,32554,24668,306,45.09,5.35,175,27726,23914,295.09,12.78,110.78,5.71,163,19562,24290,269.03,55.37,6.11,846960,956,0.13,0.38,632,103,49.37,16.2,1922,1816,7189.73,12476.71,4941,5588,24408.67,40339.22,1866,1678,7000.21,11342.82
4.931331,4.41335,179,26584,27508,302.19,82.8,5.59,182,28446,25556,296.71,14,32.26,5.49,153,24308,23312,311.24,38.73,6.32,847032,1032,0.15,0.38,648,110,51.99,17.58,1555,1764,4253.26,12814.74,5229,5498,27828.21,40061.15,1907,2106,7162.49,15280.23
5.011786,4.466645,187,26666,27102,287.53,57.76,5.35,167,28482,22014,302.37,7.23,42.96,5.7,184,22442,26942,268.39,64.51,5.44,847112,1120,0.13,0.3,651,112,50.76,18.19,1549,1886,4252.23,13669.68,5457,5475,29259.19,38952.09,1636,2097,4064.05,15643.79
