date,raidComb_SetPriTgtGenNum:01922,contCmd_SetCombState:05414,raidComb_SendMdmCombState:01610,contIniState_InitStateAccess:00164,raidComb_SetState:01843,raidComb_SetState:01702,raidComb_SetCombState:00128,raidComb_SendMdmCombState:01489,raidCombState_ValidateCombGen:12574,raidComb_SendMdmCombState:01439,raidComb_ValidateStateTransition:00901,raidComb_SendMdmCombState:01463,raidCombState_ValidateCombGen:12552,
26/03 09:35:12,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:37:42,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:38:20,19,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:41:29,23,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:41:58,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:43:00,32,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:43:35,11,10,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:45:40,22,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:47:49,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:49:55,19,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:50:28,31,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:54:08,17,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:55:45,35,33,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:56:15,23,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:59:23,18,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:01:03,23,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:04:39,24,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:07:47,29,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:08:28,34,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:10:57,23,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:11:58,12,12,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:14:06,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:15:07,16,15,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:17:15,24,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:20:25,33,29,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:23:34,24,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:24:25,31,31,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:25:27,36,35,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:26:43,18,14,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:28:40,32,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:30:57,23,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:33:02,24,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:35:05,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:36:12,36,34,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:42:01,39,33,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:42:33,36,35,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:45:45,26,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:48:58,30,30,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:49:31,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:50:00,31,29,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:50:32,24,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:53:41,23,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:56:51,11,11,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:57:25,25,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 10:58:57,27,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:02:07,21,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:03:09,26,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:04:53,22,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:05:17,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:06:20,21,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:08:05,36,33,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:09:28,35,33,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:13:13,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:14:14,22,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:15:30,17,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:18:27,32,31,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:18:28,1,0,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:18:40,20,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:19:34,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:22:41,30,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:26:06,26,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:26:55,25,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:30:03,24,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:30:23,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:31:09,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:31:25,29,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:34:50,28,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:36:43,22,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:38:02,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:41:11,14,13,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:42:00,17,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:44:23,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:45:11,20,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:45:57,13,13,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:48:02,15,14,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:48:21,30,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:50:08,12,12,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:52:15,16,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:52:38,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:53:40,23,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:56:27,14,14,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:57:28,17,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 11:58:57,22,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:01:44,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:03:48,28,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:04:15,31,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:05:57,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:09:06,20,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:11:43,29,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:12:16,27,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:17:00,27,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:17:55,18,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:24:15,33,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:27:38,23,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:28:40,26,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:29:33,29,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:31:52,22,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:34:20,34,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:35:06,22,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:36:27,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:38:19,38,38,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:39:38,19,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:41:29,17,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:41:44,21,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:44:54,13,13,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:46:45,31,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:49:08,27,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:52:16,16,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:53:17,16,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:54:12,26,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:55:23,12,11,0,0,0,0,0,0,0,0,0,0,0,
26/03 12:57:29,25,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:00:38,24,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:02:43,36,31,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:02:45,25,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:08:01,19,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:10:08,28,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:12:15,30,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:16:50,22,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:22:07,18,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:22:53,42,38,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:23:09,12,11,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:25:16,29,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:34:49,21,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:36:56,28,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:40:39,42,35,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:41:10,11,11,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:43:17,25,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:44:57,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:46:26,28,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:48:11,17,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:48:33,25,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:51:24,47,44,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:52:47,46,37,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:55:39,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:57:48,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:58:49,23,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 13:59:30,15,13,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:02:00,37,35,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:02:01,3,0,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:03:46,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:04:47,30,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:06:53,39,32,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:12:34,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:12:35,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:13:37,28,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:13:44,41,38,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:16:46,22,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:16:47,1,0,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:18:03,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:21:00,23,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:21:09,24,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:24:19,26,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:25:13,19,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:25:20,21,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:28:22,24,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:30:28,23,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:32:46,22,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:33:40,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:35:14,22,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:36:19,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:37:20,36,32,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:38:02,28,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:38:03,7,0,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:41:36,19,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:43:44,21,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:46:53,24,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:49:02,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:50:04,17,15,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:50:53,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:53:13,41,37,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:56:08,26,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:56:22,20,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:59:21,27,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 14:59:31,21,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:02:40,17,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:04:45,19,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:05:46,26,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:06:45,34,30,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:08:56,30,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:13:10,14,13,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:16:18,24,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:17:25,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:19:52,0,0,3,0,0,0,0,0,0,0,0,0,0,
26/03 15:20:35,36,33,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:22:43,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:23:44,15,14,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:24:51,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:25:51,21,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:25:54,25,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:28:00,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:28:05,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:29:08,26,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:30:05,16,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:32:11,27,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:32:19,27,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:36:23,26,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:39:35,2,2,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:39:44,22,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:43:49,33,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:45:02,20,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:48:16,32,32,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:49:10,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:51:28,23,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:51:46,8,8,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:53:52,19,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:54:39,32,32,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:55:58,26,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 15:57:50,32,31,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:01:00,37,31,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:02:20,30,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:05:18,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:07:30,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:08:32,29,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:08:42,21,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:10:49,30,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:16:07,22,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:18:12,15,14,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:20:19,26,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:22:21,47,42,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:26:08,12,12,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:27:10,20,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:28:11,28,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:30:18,18,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:30:53,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:31:23,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:33:28,27,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:34:03,32,30,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:37:43,22,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:40:53,16,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:41:31,24,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:42:33,26,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:43:00,21,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:47:13,24,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:50:22,23,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:52:09,20,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:53:32,18,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:55:19,29,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 16:57:46,21,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:00:37,23,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:00:56,15,15,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:01:57,18,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:08:19,18,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:10:11,26,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:11:28,23,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:13:37,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:15:28,43,41,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:15:44,31,29,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:17:50,15,15,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:20:59,39,35,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:23:02,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:25:01,20,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:27:20,24,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:28:11,18,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:32:41,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:33:42,33,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:35:50,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:37:47,27,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:41:08,38,35,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:43:03,26,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:43:16,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:48:20,36,29,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:48:32,21,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:51:41,17,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:54:51,24,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 17:58:04,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:00:10,27,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:00:16,28,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:02:27,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:03:44,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:05:29,21,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:05:33,28,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:06:31,17,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:09:45,15,15,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:10:51,38,34,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:11:50,20,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:16:05,23,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:19:14,23,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:19:23,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:20:24,17,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:21:20,21,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:23:27,15,15,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:23:36,25,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:25:33,13,12,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:27:40,29,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:28:53,19,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:31:52,32,31,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:33:59,23,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:34:11,38,34,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:37:08,26,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:40:17,24,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:43:46,34,32,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:45:35,12,12,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:47:40,29,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:49:04,28,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:50:52,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:51:55,21,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:54:00,22,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:58:16,25,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 18:59:41,29,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:02:29,21,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:02:53,22,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:05:38,20,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:06:05,15,14,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:07:45,36,31,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:09:16,19,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:13:03,14,13,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:15:08,15,15,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:16:40,39,38,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:17:14,25,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:18:53,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:19:19,21,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:23:34,16,14,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:25:09,37,32,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:26:43,23,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:29:52,33,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:34:43,27,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:35:09,24,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:37:15,29,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:40:24,22,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:42:11,26,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:42:31,22,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:43:32,20,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:45:37,30,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:47:29,24,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:47:45,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:49:51,21,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:50:42,19,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:51:43,30,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:53:00,22,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:56:12,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 19:57:47,23,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:00:56,18,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:01:57,21,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:03:24,33,29,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:06:10,18,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:08:16,28,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:10:22,27,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:11:28,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:13:00,29,29,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:14:37,12,12,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:16:11,25,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:16:43,18,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:19:55,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:20:56,23,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:23:38,35,32,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:24:05,16,15,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:26:11,14,14,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:28:20,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:29:21,22,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:30:03,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:31:05,36,34,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:31:28,11,10,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:37:47,18,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:40:39,38,37,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:40:58,3,3,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:42:00,23,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:47:18,31,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:50:30,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:51:32,23,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:52:20,25,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:53:38,14,14,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:54:39,12,12,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:55:31,16,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:56:33,23,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:56:45,24,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 20:59:54,19,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 21:01:49,28,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 21:03:04,18,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 21:06:05,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 21:07:17,37,32,0,0,0,0,0,0,0,0,0,0,0,
26/03 21:09:16,31,29,0,0,0,0,0,0,0,0,0,0,0,
