date,contCmd_SetCombState:05414,contDevMngr_HardenAllCombs:08249,phyDev_HardenAllCombs:02658,raidComb_SetCombState:00128,
27/03 11:29:59,0,1,0,0,
27/03 11:30:59,0,1,0,0,
27/03 11:31:59,0,1,0,0,
27/03 11:32:59,0,1,0,0,
27/03 11:33:09,23,0,0,0,
27/03 11:33:59,0,1,0,0,
27/03 11:35:00,0,1,0,0,
27/03 11:35:17,1,0,0,0,
27/03 11:35:19,1,0,0,0,
27/03 11:35:32,15,0,0,0,
27/03 11:36:00,0,1,0,0,
27/03 11:37:00,0,1,0,0,
27/03 11:38:00,0,1,0,0,
27/03 11:39:01,0,1,0,0,
27/03 11:39:31,19,0,0,0,
27/03 11:40:01,0,1,0,0,
27/03 11:40:50,17,0,0,0,
27/03 11:41:01,0,1,0,0,
27/03 11:41:51,22,0,0,0,
27/03 11:42:01,0,1,0,0,
27/03 11:43:01,0,1,0,0,
27/03 11:44:02,0,1,0,0,
27/03 11:44:49,30,0,0,0,
27/03 11:45:02,0,1,0,0,
27/03 11:46:02,0,1,0,0,
27/03 11:47:02,0,1,0,0,
27/03 11:47:09,22,0,0,0,
27/03 11:47:58,21,0,0,0,
27/03 11:48:02,0,1,0,0,
27/03 11:48:10,9,0,0,0,
27/03 11:49:03,0,1,0,0,
27/03 11:50:03,0,1,0,0,
27/03 11:51:03,0,1,0,0,
27/03 11:51:07,23,0,0,0,
27/03 11:52:03,0,1,0,0,
27/03 11:53:03,0,1,0,0,
27/03 11:53:29,20,0,0,0,
27/03 11:54:04,0,1,0,0,
27/03 11:54:15,13,0,0,0,
27/03 11:55:04,0,1,0,0,
27/03 11:55:18,24,0,0,0,
27/03 11:56:04,0,1,0,0,
27/03 11:57:04,0,1,0,0,
27/03 11:57:23,19,0,0,0,
27/03 11:58:04,0,1,0,0,
27/03 11:58:46,23,0,0,0,
27/03 11:59:05,0,1,0,0,
27/03 12:00:05,0,1,0,0,
27/03 12:01:05,0,1,0,0,
27/03 12:01:37,26,0,0,0,
27/03 12:01:58,26,0,0,0,
27/03 12:02:05,0,1,0,0,
27/03 12:03:05,0,1,0,0,
27/03 12:03:42,14,0,0,0,
27/03 12:04:06,0,1,0,0,
27/03 12:05:06,0,1,0,0,
27/03 12:06:06,0,1,0,0,
27/03 12:06:52,18,0,0,0,
27/03 12:07:06,0,1,0,0,
27/03 12:08:06,0,1,0,0,
27/03 12:08:58,16,0,0,0,
27/03 12:09:07,0,1,0,0,
27/03 12:09:24,25,0,0,0,
27/03 12:10:07,0,1,0,0,
27/03 12:11:03,20,0,0,0,
27/03 12:11:07,0,1,0,0,
27/03 12:12:07,0,1,0,0,
27/03 12:13:07,0,1,0,0,
27/03 12:13:09,19,0,0,0,
27/03 12:13:42,1,0,0,0,
27/03 12:14:08,0,1,0,0,
27/03 12:15:08,0,1,0,0,
27/03 12:16:08,0,1,0,0,
27/03 12:16:58,20,0,0,0,
27/03 12:17:08,0,1,0,0,
27/03 12:17:21,29,0,0,0,
27/03 12:18:08,0,1,0,0,
27/03 12:19:09,0,1,0,0,
27/03 12:20:09,0,1,0,0,
27/03 12:21:09,0,1,0,0,
27/03 12:22:09,0,1,0,0,
27/03 12:23:09,0,1,0,0,
27/03 12:23:24,1,0,0,0,
27/03 12:23:44,24,0,0,0,
27/03 12:24:10,0,1,0,0,
27/03 12:24:25,15,0,0,0,
27/03 12:25:10,0,1,0,0,
27/03 12:25:50,26,0,0,0,
27/03 12:26:10,0,1,0,0,
27/03 12:27:10,0,1,0,0,
27/03 12:27:56,20,0,0,0,
27/03 12:28:11,0,1,0,0,
27/03 12:29:11,0,1,0,0,
27/03 12:30:11,0,1,0,0,
27/03 12:31:06,17,0,0,0,
27/03 12:31:11,0,1,0,0,
27/03 12:32:11,0,1,0,0,
27/03 12:33:12,0,1,0,0,
27/03 12:34:12,0,1,0,0,
27/03 12:35:01,15,0,0,0,
27/03 12:35:12,0,1,0,0,
27/03 12:36:04,18,0,0,0,
27/03 12:36:12,0,1,0,0,
27/03 12:36:56,12,0,0,0,
27/03 12:37:12,0,1,0,0,
27/03 12:38:13,1,1,0,0,
27/03 12:39:13,0,1,0,0,
27/03 12:39:15,22,0,0,0,
27/03 12:40:06,15,0,0,0,
27/03 12:40:13,0,1,0,0,
27/03 12:41:13,0,1,0,0,
27/03 12:42:12,21,0,0,0,
27/03 12:42:13,0,1,0,0,
27/03 12:43:13,0,1,0,0,
27/03 12:44:14,0,1,0,0,
27/03 12:44:18,17,0,0,0,
27/03 12:45:14,0,1,0,0,
27/03 12:46:14,0,1,0,0,
27/03 12:46:28,8,0,0,0,
27/03 12:47:14,0,1,0,0,
27/03 12:48:14,0,1,0,0,
27/03 12:48:33,19,0,0,0,
27/03 12:48:48,13,0,0,0,
27/03 12:49:15,0,1,0,0,
27/03 12:50:15,0,1,0,0,
27/03 12:50:38,15,0,0,0,
27/03 12:51:15,0,1,0,0,
27/03 12:52:00,20,0,0,0,
27/03 12:52:15,0,1,0,0,
27/03 12:53:01,24,0,0,0,
27/03 12:53:15,0,1,0,0,
27/03 12:53:48,17,0,0,0,
27/03 12:54:16,0,1,0,0,
27/03 12:55:16,0,1,0,0,
27/03 12:56:11,24,0,0,0,
27/03 12:56:16,0,1,0,0,
27/03 12:57:16,0,1,0,0,
27/03 12:58:16,0,1,0,0,
27/03 12:59:17,0,1,0,0,
27/03 13:00:17,0,1,0,0,
27/03 13:01:17,0,1,0,0,
27/03 13:01:28,15,0,0,0,
27/03 13:02:17,11,1,0,0,
27/03 13:03:17,0,1,0,0,
27/03 13:04:18,0,1,0,0,
27/03 13:04:25,1,0,0,0,
27/03 13:05:18,0,1,0,0,
27/03 13:06:18,0,1,0,0,
27/03 13:06:30,21,0,0,0,
27/03 13:07:18,0,1,0,0,
27/03 13:08:18,0,1,0,0,
27/03 13:08:39,1,0,0,0,
27/03 13:08:56,14,0,0,0,
27/03 13:09:19,0,1,0,0,
27/03 13:10:19,0,1,0,0,
27/03 13:11:19,0,1,0,0,
27/03 13:11:47,19,0,0,0,
27/03 13:12:10,22,0,0,0,
27/03 13:12:19,0,1,0,0,
27/03 13:13:19,0,1,0,0,
27/03 13:14:20,0,1,0,0,
27/03 13:15:20,0,1,0,0,
27/03 13:16:01,19,0,0,0,
27/03 13:16:20,0,1,0,0,
27/03 13:17:20,0,1,0,0,
27/03 13:18:20,0,1,0,0,
27/03 13:19:21,0,1,0,0,
27/03 13:20:13,9,0,0,0,
27/03 13:20:21,0,1,0,0,
27/03 13:21:19,1,0,0,0,
27/03 13:21:21,0,1,0,0,
27/03 13:22:20,25,0,0,0,
27/03 13:22:21,0,1,0,0,
27/03 13:23:22,0,1,0,0,
27/03 13:23:52,17,0,0,0,
27/03 13:24:22,0,1,0,0,
27/03 13:25:22,0,1,0,0,
27/03 13:25:30,25,0,0,0,
27/03 13:26:22,0,1,0,0,
27/03 13:27:22,0,1,0,0,
27/03 13:27:38,1,0,0,0,
27/03 13:28:23,0,1,0,0,
27/03 13:28:39,20,0,0,0,
27/03 13:29:23,0,1,0,0,
27/03 13:30:23,0,1,0,0,
27/03 13:30:47,1,0,0,0,
27/03 13:31:19,26,0,0,0,
27/03 13:31:23,0,1,0,0,
27/03 13:31:48,24,0,0,0,
27/03 13:32:23,0,1,0,0,
27/03 13:33:24,0,1,0,0,
27/03 13:34:24,0,1,0,0,
27/03 13:34:58,17,0,0,0,
27/03 13:35:24,0,1,0,0,
27/03 13:35:59,19,0,0,0,
27/03 13:36:24,0,1,0,0,
27/03 13:37:25,0,1,0,0,
27/03 13:38:07,26,0,0,0,
27/03 13:38:25,0,1,0,0,
27/03 13:39:25,0,1,0,0,
27/03 13:39:54,1,0,0,0,
27/03 13:40:14,18,0,0,0,
27/03 13:40:25,0,1,0,0,
27/03 13:40:55,17,0,0,0,
27/03 13:41:25,0,1,0,0,
27/03 13:42:25,0,1,0,0,
27/03 13:43:23,20,0,0,0,
27/03 13:43:26,0,1,0,0,
27/03 13:44:26,0,1,0,0,
27/03 13:45:26,0,1,0,0,
27/03 13:46:11,20,0,0,0,
27/03 13:46:26,0,1,0,0,
27/03 13:47:27,0,1,0,0,
27/03 13:47:36,18,0,0,0,
27/03 13:48:27,0,1,0,0,
27/03 13:49:27,0,1,0,0,
27/03 13:50:27,0,1,0,0,
27/03 13:50:46,25,0,0,0,
27/03 13:51:27,0,1,0,0,
27/03 13:51:51,1,0,0,0,
27/03 13:52:28,0,1,0,0,
27/03 13:53:28,0,1,0,0,
27/03 13:53:40,23,0,0,0,
27/03 13:53:56,26,0,0,0,
27/03 13:54:28,0,1,0,0,
27/03 13:55:28,0,1,0,0,
27/03 13:56:28,0,1,0,0,
27/03 13:57:28,0,1,0,0,
27/03 13:58:10,31,0,0,0,
27/03 13:58:29,0,1,0,0,
27/03 13:58:56,23,0,0,0,
27/03 13:59:29,0,1,0,0,
27/03 14:00:29,0,1,0,0,
27/03 14:01:19,23,0,0,0,
27/03 14:01:29,0,1,0,0,
27/03 14:02:29,0,1,0,0,
27/03 14:03:30,0,1,0,0,
27/03 14:04:30,0,1,0,0,
27/03 14:05:30,0,1,0,0,
27/03 14:06:05,16,0,0,0,
27/03 14:06:30,0,1,0,0,
27/03 14:07:28,2,0,0,0,
27/03 14:07:30,0,1,0,0,
27/03 14:08:30,26,0,0,0,
27/03 14:08:31,0,1,0,0,
27/03 14:09:14,16,0,0,0,
27/03 14:09:31,0,1,0,0,
27/03 14:10:15,13,0,0,0,
27/03 14:10:31,0,1,0,0,
27/03 14:11:31,0,1,0,0,
27/03 14:11:44,25,0,0,0,
27/03 14:12:21,19,0,0,0,
27/03 14:12:32,0,1,0,0,
27/03 14:12:45,22,0,0,0,
27/03 14:13:32,0,1,0,0,
27/03 14:14:26,14,0,0,0,
27/03 14:14:32,0,1,0,0,
27/03 14:15:32,0,1,0,0,
27/03 14:15:55,15,0,0,0,
27/03 14:16:32,24,1,0,0,
27/03 14:17:32,0,1,0,0,
27/03 14:18:33,0,1,0,0,
27/03 14:18:39,16,0,0,0,
27/03 14:19:33,0,1,0,0,
27/03 14:20:33,0,1,0,0,
27/03 14:21:33,0,1,0,0,
27/03 14:21:48,11,0,0,0,
27/03 14:22:33,0,1,0,0,
27/03 14:23:34,0,1,0,0,
27/03 14:24:34,0,1,0,0,
27/03 14:24:57,19,0,0,0,
27/03 14:25:28,18,0,0,0,
27/03 14:25:34,0,1,0,0,
27/03 14:26:34,0,1,0,0,
27/03 14:27:34,0,1,0,0,
27/03 14:28:06,15,0,0,0,
27/03 14:28:35,0,1,0,0,
27/03 14:29:11,1,0,0,0,
27/03 14:29:35,0,1,0,0,
27/03 14:30:13,137,0,0,0,
27/03 14:30:14,1,0,0,0,
27/03 14:30:35,0,1,1,0,
27/03 14:31:01,1,0,0,0,
27/03 14:31:12,6,1,0,0,
27/03 14:31:13,25,0,0,0,
27/03 14:31:14,21,0,0,0,
27/03 14:31:15,24,0,0,0,
27/03 14:31:19,84,0,0,0,
27/03 14:31:35,0,1,0,0,
27/03 14:32:35,0,1,0,0,
27/03 14:33:27,1,0,0,0,
27/03 14:33:36,0,1,0,0,
27/03 14:34:29,20,0,0,0,
27/03 14:34:36,0,1,0,0,
27/03 14:35:36,0,1,0,0,
27/03 14:36:36,0,1,0,0,
27/03 14:37:36,0,1,0,0,
27/03 14:37:39,17,0,0,0,
27/03 14:38:37,0,1,0,0,
27/03 14:39:37,0,1,0,0,
27/03 14:40:37,0,1,0,0,
27/03 14:40:49,17,0,0,0,
27/03 14:41:37,0,1,0,0,
27/03 14:42:38,0,1,0,0,
27/03 14:43:38,0,1,0,0,
27/03 14:43:56,8,0,0,0,
27/03 14:44:38,0,1,0,0,
27/03 14:45:04,16,0,0,0,
27/03 14:45:38,0,1,0,0,
27/03 14:46:03,16,0,0,0,
27/03 14:46:38,0,1,0,0,
27/03 14:47:38,0,1,0,0,
27/03 14:48:39,0,1,0,0,
27/03 14:49:11,10,0,0,0,
27/03 14:49:39,0,1,0,0,
27/03 14:50:39,0,1,0,0,
27/03 14:51:17,15,0,0,0,
27/03 14:51:39,0,1,0,0,
27/03 14:52:28,14,0,0,0,
27/03 14:52:40,0,1,0,0,
27/03 14:53:23,9,0,0,0,
27/03 14:53:24,9,0,0,0,
27/03 14:53:40,0,1,0,0,
27/03 14:54:40,0,1,0,0,
27/03 14:55:30,16,0,0,0,
27/03 14:55:40,0,1,0,0,
27/03 14:56:40,0,1,0,0,
27/03 14:56:45,1,0,0,0,
27/03 14:57:40,0,1,0,0,
27/03 14:57:48,20,0,0,0,
27/03 14:58:40,18,0,0,0,
27/03 14:58:41,0,1,0,0,
27/03 14:59:44,0,1,0,0,
27/03 15:00:44,0,1,0,0,
27/03 15:00:49,21,0,0,0,
27/03 15:01:44,0,1,0,0,
27/03 15:02:12,1,0,0,0,
27/03 15:02:45,0,1,0,0,
27/03 15:02:58,1,0,0,0,
27/03 15:03:45,0,1,0,0,
27/03 15:04:45,0,1,0,0,
27/03 15:05:23,28,0,0,0,
27/03 15:05:45,0,1,0,0,
27/03 15:06:46,0,1,0,0,
27/03 15:07:46,0,1,0,0,
27/03 15:08:46,0,1,0,0,
27/03 15:09:18,18,0,0,0,
27/03 15:09:40,1,0,0,0,
27/03 15:09:46,0,1,0,0,
27/03 15:10:46,0,1,0,0,
27/03 15:11:25,25,0,0,0,
27/03 15:11:47,0,1,0,0,
27/03 15:12:47,0,1,0,0,
27/03 15:12:48,18,0,0,0,
27/03 15:13:47,0,1,0,0,
27/03 15:14:47,0,1,0,0,
27/03 15:15:48,0,1,0,0,
27/03 15:16:48,0,1,0,0,
27/03 15:17:47,17,0,0,0,
27/03 15:17:48,0,1,0,0,
27/03 15:18:48,0,1,0,0,
27/03 15:19:48,0,1,0,0,
27/03 15:19:54,14,0,0,0,
27/03 15:20:16,13,0,0,0,
27/03 15:20:48,0,1,0,0,
27/03 15:21:49,0,1,0,0,
27/03 15:22:49,0,1,0,0,
27/03 15:23:04,28,0,0,0,
27/03 15:23:38,12,0,0,0,
27/03 15:23:49,0,1,0,0,
27/03 15:24:49,0,1,0,0,
27/03 15:25:49,0,1,0,0,
27/03 15:26:14,22,0,0,0,
27/03 15:26:50,0,1,0,0,
27/03 15:27:19,1,0,0,0,
27/03 15:27:50,0,1,0,0,
27/03 15:28:22,27,0,0,0,
27/03 15:28:50,0,1,0,0,
27/03 15:29:50,0,1,0,0,
27/03 15:30:50,0,1,0,0,
27/03 15:31:03,18,0,0,0,
27/03 15:31:51,0,1,0,0,
27/03 15:32:51,0,1,0,0,
27/03 15:33:38,18,0,0,0,
27/03 15:33:51,0,1,0,0,
27/03 15:34:14,15,0,0,0,
27/03 15:34:51,0,1,0,0,
27/03 15:35:45,19,0,0,0,
27/03 15:35:51,0,1,0,0,
27/03 15:36:52,0,1,0,0,
27/03 15:37:52,0,1,0,0,
27/03 15:38:31,1,0,0,0,
27/03 15:38:52,0,1,0,0,
27/03 15:38:54,24,0,0,0,
27/03 15:39:32,18,0,0,0,
27/03 15:39:52,0,1,0,0,
27/03 15:40:52,0,1,0,0,
27/03 15:41:53,0,1,0,0,
27/03 15:42:53,0,1,0,0,
27/03 15:43:53,0,1,0,0,
27/03 15:44:12,23,0,0,0,
27/03 15:44:49,24,0,0,0,
27/03 15:44:53,0,1,0,0,
27/03 15:45:54,0,1,0,0,
27/03 15:46:21,1,0,0,0,
27/03 15:46:54,0,1,0,0,
27/03 15:47:23,12,0,0,0,
27/03 15:47:54,0,1,0,0,
27/03 15:48:24,13,0,0,0,
27/03 15:48:54,0,1,0,0,
27/03 15:49:54,0,1,0,0,
27/03 15:50:30,12,0,0,0,
27/03 15:51:01,0,1,0,0,
27/03 15:52:11,0,1,0,0,
27/03 15:52:46,25,0,0,0,
27/03 15:53:19,0,1,0,0,
27/03 15:53:48,24,0,0,0,
27/03 15:54:31,0,1,0,0,
27/03 15:55:42,0,1,0,0,
27/03 15:56:48,0,1,0,0,
27/03 15:57:49,0,1,0,0,
27/03 15:58:04,24,0,0,0,
27/03 15:58:53,0,1,0,0,
27/03 15:59:08,13,0,0,0,
27/03 16:00:00,0,1,0,0,
27/03 16:01:00,0,1,0,0,
27/03 16:01:42,19,0,0,0,
27/03 16:02:00,0,1,0,0,
27/03 16:03:00,0,1,0,0,
27/03 16:04:00,0,1,0,0,
27/03 16:05:01,0,1,0,0,
27/03 16:06:01,0,1,0,0,
27/03 16:06:43,1,0,0,0,
27/03 16:07:01,0,1,0,0,
27/03 16:07:44,19,0,0,0,
27/03 16:08:01,0,1,0,0,
27/03 16:08:03,14,0,0,0,
27/03 16:09:01,0,1,0,0,
27/03 16:09:04,17,0,0,0,
27/03 16:10:02,0,1,0,0,
27/03 16:11:02,0,1,0,0,
27/03 16:12:02,0,1,0,0,
27/03 16:12:12,24,0,0,0,
27/03 16:13:02,0,1,0,0,
27/03 16:14:02,0,1,0,0,
27/03 16:14:08,2,0,0,0,
27/03 16:15:03,0,1,0,0,
27/03 16:16:03,0,1,0,0,
27/03 16:17:03,0,1,0,0,
27/03 16:17:18,19,0,0,0,
27/03 16:17:30,22,0,0,0,
27/03 16:18:03,0,1,0,0,
27/03 16:19:08,0,1,0,0,
27/03 16:20:14,0,1,0,0,
27/03 16:21:20,0,1,0,0,
27/03 16:22:25,0,1,0,0,
27/03 16:23:34,0,1,0,0,
27/03 16:24:43,0,1,0,0,
27/03 16:25:51,0,1,0,0,
27/03 16:27:06,0,1,0,0,
27/03 16:28:10,0,1,0,0,
27/03 16:29:17,0,1,0,0,
27/03 16:30:22,0,1,0,0,
27/03 16:31:27,0,1,0,0,
27/03 16:32:36,0,1,0,0,
27/03 16:33:42,0,1,0,0,
27/03 16:34:50,0,1,0,0,
27/03 16:35:58,0,1,0,0,
27/03 16:37:02,0,1,0,0,
27/03 16:37:29,18,0,0,0,
27/03 16:38:13,0,1,0,0,
27/03 16:39:24,0,1,0,0,
27/03 16:39:47,18,0,0,0,
27/03 16:40:27,0,1,0,0,
27/03 16:41:37,0,1,0,0,
27/03 16:42:47,0,1,0,0,
27/03 16:43:53,0,1,0,0,
27/03 16:44:58,0,1,0,0,
27/03 16:46:10,0,1,0,0,
27/03 16:47:14,0,1,0,0,
27/03 16:48:22,0,1,0,0,
27/03 16:49:27,0,1,0,0,
27/03 16:50:32,0,1,0,0,
27/03 16:51:40,0,1,0,0,
27/03 16:51:42,22,0,0,0,
27/03 16:52:49,0,1,0,0,
27/03 16:53:53,0,1,0,0,
27/03 16:55:00,0,1,0,0,
27/03 16:56:03,0,1,0,0,
27/03 16:57:11,0,1,0,0,
27/03 16:57:44,19,0,0,0,
27/03 16:58:16,0,1,0,0,
27/03 16:59:24,0,1,0,0,
27/03 17:00:35,0,1,0,0,
27/03 17:01:42,0,1,0,0,
27/03 17:02:50,0,1,0,0,
27/03 17:04:02,0,1,0,0,
27/03 17:05:08,0,1,0,0,
27/03 17:06:15,0,1,0,0,
27/03 17:07:18,0,1,0,0,
27/03 17:08:25,0,1,0,0,
27/03 17:09:32,0,1,0,0,
27/03 17:10:38,0,1,0,0,
27/03 17:11:47,0,1,0,0,
27/03 17:12:56,0,1,0,0,
27/03 17:14:07,0,1,0,0,
27/03 17:15:18,0,1,0,0,
27/03 17:16:28,0,1,0,0,
27/03 17:17:31,0,1,0,0,
27/03 17:18:38,0,1,0,0,
27/03 17:19:42,0,1,0,0,
27/03 17:20:51,0,1,0,0,
27/03 17:21:56,0,1,0,0,
27/03 17:23:02,0,1,0,0,
27/03 17:23:26,23,0,0,0,
27/03 17:24:10,0,1,0,0,
27/03 17:25:17,0,1,0,0,
27/03 17:25:20,17,0,0,0,
27/03 17:26:23,0,1,0,0,
27/03 17:27:32,0,1,0,0,
27/03 17:28:39,0,1,0,0,
27/03 17:29:50,0,1,0,0,
27/03 17:30:56,0,1,0,0,
27/03 17:32:02,0,1,0,0,
27/03 17:33:07,0,1,0,0,
27/03 17:34:15,0,1,0,0,
27/03 17:35:26,0,1,0,0,
27/03 17:36:29,0,1,0,0,
27/03 17:37:40,0,1,0,0,
27/03 17:38:49,0,1,0,0,
27/03 17:39:53,0,1,0,0,
27/03 17:41:01,0,1,0,0,
27/03 17:42:06,0,1,0,0,
27/03 17:43:12,0,1,0,0,
27/03 17:44:16,0,1,0,0,
27/03 17:45:20,0,1,0,0,
27/03 17:46:35,0,1,0,0,
27/03 17:47:45,0,1,0,0,
27/03 17:48:57,0,1,0,0,
27/03 17:50:04,0,1,0,0,
27/03 17:51:08,0,1,0,0,
27/03 17:52:16,0,1,0,0,
27/03 17:53:19,0,1,0,0,
27/03 17:54:24,0,1,0,0,
27/03 17:55:28,0,1,0,0,
27/03 17:55:35,8,0,0,0,
27/03 17:56:32,0,1,0,0,
27/03 17:56:37,16,0,0,0,
27/03 17:57:43,0,1,0,0,
27/03 17:58:48,0,1,0,0,
27/03 17:59:52,0,1,0,0,
27/03 18:00:58,0,1,0,0,
27/03 18:01:48,21,0,0,0,
27/03 18:01:49,1,0,0,0,
27/03 18:02:03,0,1,0,0,
27/03 18:03:07,0,1,0,0,
27/03 18:04:09,0,1,0,0,
27/03 18:04:39,25,0,0,0,
27/03 18:05:16,0,1,0,0,
27/03 18:06:23,0,1,0,0,
27/03 18:07:26,0,1,0,0,
27/03 18:08:37,0,1,0,0,
27/03 18:09:43,0,1,0,0,
27/03 18:10:02,21,0,0,0,
27/03 18:10:03,1,0,0,0,
27/03 18:10:50,0,1,0,0,
27/03 18:12:02,0,1,0,0,
27/03 18:13:04,0,1,0,0,
27/03 18:13:30,1,0,0,0,
27/03 18:14:11,0,1,0,0,
27/03 18:15:13,0,1,0,0,
27/03 18:16:21,0,1,0,0,
27/03 18:16:49,16,0,0,0,
27/03 18:16:50,3,0,0,0,
27/03 18:16:52,11,0,0,0,
27/03 18:17:28,0,1,0,0,
27/03 18:18:31,0,1,0,0,
27/03 18:18:39,9,0,0,0,
27/03 18:19:38,0,1,0,0,
27/03 18:20:45,0,1,0,0,
27/03 18:21:55,0,1,0,0,
27/03 18:23:31,0,1,0,0,
27/03 18:24:41,0,1,0,0,
27/03 18:25:43,0,1,0,0,
27/03 18:26:48,0,1,0,0,
27/03 18:27:56,0,1,0,0,
27/03 18:29:10,0,1,0,0,
27/03 18:30:20,0,1,0,0,
27/03 18:31:31,0,1,0,0,
27/03 18:32:41,0,1,0,0,
27/03 18:33:49,0,1,0,0,
27/03 18:34:59,0,1,0,0,
27/03 18:36:06,0,1,0,0,
27/03 18:37:09,0,1,0,0,
27/03 18:38:13,0,1,0,0,
27/03 18:39:16,0,1,0,0,
27/03 18:40:29,0,1,0,0,
27/03 18:41:36,0,1,0,0,
27/03 18:42:43,0,1,0,0,
27/03 18:43:48,0,1,0,0,
27/03 18:44:55,0,1,0,0,
27/03 18:45:09,18,0,0,0,
27/03 18:46:08,0,1,0,0,
27/03 18:47:17,0,1,0,0,
27/03 18:48:19,0,1,0,0,
27/03 18:49:22,0,1,0,0,
27/03 18:50:24,0,1,0,0,
27/03 18:51:33,0,1,0,0,
27/03 18:52:41,0,1,0,0,
27/03 18:53:47,0,1,0,0,
27/03 18:54:56,0,1,0,0,
27/03 18:55:59,0,1,0,0,
27/03 18:57:12,0,1,0,0,
27/03 18:58:22,0,1,0,0,
27/03 18:59:21,23,0,0,0,
27/03 18:59:22,1,0,0,0,
27/03 18:59:26,0,1,0,0,
27/03 19:00:35,0,1,0,0,
27/03 19:01:31,21,0,0,0,
27/03 19:01:41,0,1,0,0,
27/03 19:02:54,0,1,0,0,
27/03 19:03:59,0,1,0,0,
27/03 19:05:05,0,1,0,0,
27/03 19:06:15,0,1,0,0,
27/03 19:07:22,0,1,0,0,
27/03 19:08:31,0,1,0,0,
27/03 19:09:42,0,1,0,0,
27/03 19:10:45,0,1,0,0,
27/03 19:11:57,0,1,0,0,
27/03 19:13:00,0,1,0,0,
27/03 19:14:10,0,1,0,0,
27/03 19:15:14,0,1,0,0,
27/03 19:16:18,0,1,0,0,
27/03 19:17:28,0,1,0,0,
27/03 19:18:33,0,1,0,0,
27/03 19:19:37,0,1,0,0,
27/03 19:20:49,0,1,0,0,
27/03 19:21:53,0,1,0,0,
27/03 19:23:00,0,1,0,0,
27/03 19:24:02,0,1,0,0,
27/03 19:25:13,0,1,0,0,
27/03 19:26:23,0,1,0,0,
27/03 19:27:30,0,1,0,0,
27/03 19:28:39,0,1,0,0,
27/03 19:28:48,23,0,0,0,
27/03 19:29:50,0,1,0,0,
27/03 19:30:53,0,1,0,0,
27/03 19:32:00,0,1,0,0,
27/03 19:33:06,0,1,0,0,
27/03 19:34:11,0,1,0,0,
27/03 19:35:14,0,1,0,0,
27/03 19:36:19,0,1,0,0,
27/03 19:37:25,0,1,0,0,
27/03 19:38:28,0,1,0,0,
27/03 19:39:34,0,1,0,0,
27/03 19:40:50,0,1,0,0,
27/03 19:41:59,0,1,0,0,
27/03 19:42:54,27,0,0,0,
27/03 19:43:07,0,1,0,0,
27/03 19:44:15,0,1,0,0,
27/03 19:45:19,0,1,0,0,
27/03 19:46:26,0,1,0,0,
27/03 19:47:33,0,1,0,0,
27/03 19:48:38,0,1,0,0,
27/03 19:49:47,0,1,0,0,
27/03 19:50:54,0,1,0,0,
27/03 19:52:03,0,1,0,0,
27/03 19:53:07,0,1,0,0,
27/03 19:54:18,0,1,0,0,
27/03 19:55:26,0,1,0,0,
27/03 19:56:29,0,1,0,0,
27/03 19:57:31,0,1,0,0,
27/03 19:58:34,0,1,0,0,
27/03 19:59:41,0,1,0,0,
27/03 20:00:40,14,0,0,0,
27/03 20:00:46,0,1,0,0,
27/03 20:01:53,0,1,0,0,
27/03 20:03:01,0,1,0,0,
27/03 20:04:03,0,1,0,0,
27/03 20:05:14,0,1,0,0,
27/03 20:06:23,0,1,0,0,
27/03 20:07:26,0,1,0,0,
27/03 20:07:29,21,0,0,0,
27/03 20:08:32,0,1,0,0,
27/03 20:09:37,0,1,0,0,
27/03 20:10:42,0,1,0,0,
27/03 20:11:45,0,1,0,0,
27/03 20:12:50,0,1,0,0,
27/03 20:13:59,0,1,0,0,
27/03 20:15:03,0,1,0,0,
27/03 20:16:13,0,1,0,0,
27/03 20:17:26,0,1,0,0,
27/03 20:18:32,0,1,0,0,
27/03 20:19:44,0,1,0,0,
27/03 20:20:47,0,1,0,0,
27/03 20:21:53,0,1,0,0,
27/03 20:22:58,0,1,0,0,
27/03 20:24:01,0,1,0,0,
27/03 20:25:12,0,1,0,0,
27/03 20:26:14,0,1,0,0,
27/03 20:27:18,0,1,0,0,
27/03 20:28:29,0,1,0,0,
27/03 20:29:33,0,1,0,0,
27/03 20:30:38,0,1,0,0,
27/03 20:31:43,0,1,0,0,
27/03 20:32:51,0,1,0,0,
27/03 20:33:56,0,1,0,0,
27/03 20:35:05,0,1,0,0,
27/03 20:35:32,15,0,0,0,
27/03 20:36:16,0,1,0,0,
27/03 20:37:27,0,1,0,0,
27/03 20:38:30,0,1,0,0,
27/03 20:39:38,0,1,0,0,
27/03 20:40:43,0,1,0,0,
27/03 20:41:48,0,1,0,0,
27/03 20:42:44,16,0,0,0,
27/03 20:42:50,0,1,0,0,
27/03 20:43:55,0,1,0,0,
27/03 20:45:05,0,1,0,0,
27/03 20:46:11,0,1,0,0,
27/03 20:47:16,0,1,0,0,
27/03 20:48:23,0,1,0,0,
27/03 20:49:32,0,1,0,0,
27/03 20:50:38,0,1,0,0,
27/03 20:51:42,0,1,0,0,
27/03 20:52:48,0,1,0,0,
27/03 20:53:53,0,1,0,0,
27/03 20:54:55,0,1,0,0,
27/03 20:56:03,0,1,0,0,
27/03 20:57:08,0,1,0,0,
27/03 20:58:14,0,1,0,0,
27/03 20:59:20,0,1,0,0,
27/03 21:00:27,0,1,0,0,
