date,contCmd_SetCombState:05414,contDevMngr_HardenAllCombs:08249,phyDev_HardenAllCombs:02658,raidComb_SetCombState:00128,
25/03 10:42:55,0,1,0,0,
25/03 10:43:57,0,1,0,0,
25/03 10:44:59,0,1,0,0,
25/03 10:46:00,0,1,0,0,
25/03 10:47:01,0,1,0,0,
25/03 10:48:06,0,1,0,0,
25/03 10:49:07,0,1,0,0,
25/03 10:50:07,0,1,0,0,
25/03 10:51:09,0,1,0,0,
25/03 10:52:09,0,1,0,0,
25/03 10:53:10,0,1,0,0,
25/03 10:54:13,0,1,0,0,
25/03 10:55:14,0,1,0,0,
25/03 10:56:16,0,1,0,0,
25/03 10:57:16,0,1,0,0,
25/03 10:58:22,0,1,0,0,
25/03 10:59:23,0,1,0,0,
25/03 11:00:20,3,0,0,4,
25/03 11:00:21,1,0,0,0,
25/03 11:00:25,0,1,0,0,
25/03 11:01:25,0,1,0,0,
25/03 11:02:26,0,1,0,0,
25/03 11:03:27,0,1,0,0,
25/03 11:04:31,0,1,0,0,
25/03 11:05:33,0,1,0,0,
25/03 11:06:34,0,1,0,0,
25/03 11:07:35,0,1,0,0,
25/03 11:08:35,0,1,0,0,
25/03 11:09:37,0,1,0,0,
25/03 11:10:38,0,1,0,0,
25/03 11:11:39,0,1,0,0,
25/03 11:12:40,0,1,0,0,
25/03 11:13:42,0,1,0,0,
25/03 11:14:42,0,1,0,0,
25/03 11:15:43,0,1,0,0,
25/03 11:16:44,0,1,0,0,
25/03 11:17:46,0,1,0,0,
25/03 11:18:47,0,1,0,0,
25/03 11:19:49,0,1,0,0,
25/03 11:20:51,0,1,0,0,
25/03 11:20:54,6,0,0,4,
25/03 11:21:51,0,1,0,0,
25/03 11:22:52,0,1,0,0,
25/03 11:23:32,1,0,0,0,
25/03 11:23:54,0,1,0,0,
25/03 11:24:54,0,1,0,0,
25/03 11:25:32,1,0,0,0,
25/03 11:25:56,0,1,0,0,
25/03 11:26:57,0,1,0,0,
25/03 11:28:00,0,1,0,0,
25/03 11:29:02,0,1,0,0,
25/03 11:30:04,0,1,0,0,
25/03 11:31:05,0,1,0,0,
25/03 11:32:06,0,1,0,0,
25/03 11:32:16,1,0,0,0,
25/03 11:32:18,1,0,0,0,
25/03 11:33:07,0,1,0,0,
25/03 11:34:07,0,1,0,0,
25/03 11:35:11,0,1,0,0,
25/03 11:36:11,0,1,0,0,
25/03 11:36:23,2,0,0,0,
25/03 11:37:12,0,1,0,0,
25/03 11:38:13,0,1,0,0,
25/03 11:39:14,0,1,0,0,
25/03 11:40:15,0,1,0,0,
25/03 11:41:15,0,1,0,0,
25/03 11:42:18,0,1,0,0,
25/03 11:43:21,0,1,0,0,
25/03 11:44:22,0,1,0,0,
25/03 11:45:24,0,1,0,0,
25/03 11:46:25,0,1,0,0,
25/03 11:47:13,1,0,0,2,
25/03 11:47:14,4,0,0,2,
25/03 11:47:26,0,1,0,0,
25/03 11:48:27,0,1,0,0,
25/03 11:49:29,0,1,0,0,
25/03 11:50:30,0,1,0,0,
25/03 11:50:40,3,0,0,4,
25/03 11:50:41,1,0,0,0,
25/03 11:50:43,1,0,0,0,
25/03 11:51:31,0,1,0,0,
25/03 11:52:06,3,0,0,4,
25/03 11:52:08,2,0,0,0,
25/03 11:52:33,0,1,0,0,
25/03 11:53:32,4,0,0,4,
25/03 11:53:33,0,1,0,0,
25/03 11:54:34,0,1,0,0,
25/03 11:55:35,0,1,0,0,
25/03 11:56:37,0,1,0,0,
25/03 11:57:39,0,1,0,0,
25/03 11:58:42,0,1,0,0,
25/03 11:59:44,0,1,0,0,
25/03 12:00:45,0,1,0,0,
25/03 12:01:46,0,1,0,0,
25/03 12:02:30,1,0,0,0,
25/03 12:02:48,0,1,0,0,
25/03 12:03:52,0,1,0,0,
25/03 12:04:52,0,1,0,0,
25/03 12:05:31,3,0,0,4,
25/03 12:05:33,1,0,0,0,
25/03 12:05:52,0,1,0,0,
25/03 12:06:55,0,1,0,0,
25/03 12:07:55,0,1,0,0,
25/03 12:08:42,1,0,0,0,
25/03 12:08:56,0,1,0,0,
25/03 12:09:59,0,1,0,0,
25/03 12:10:13,3,0,0,4,
25/03 12:10:15,3,0,0,0,
25/03 12:11:02,0,1,0,0,
25/03 12:12:02,0,1,0,0,
25/03 12:13:03,0,1,0,0,
25/03 12:14:05,0,1,0,0,
25/03 12:15:05,0,1,0,0,
25/03 12:16:02,2,0,0,4,
25/03 12:16:03,3,0,0,0,
25/03 12:16:06,0,1,0,0,
25/03 12:16:19,1,0,0,0,
25/03 12:16:28,1,0,0,0,
25/03 12:16:57,3,0,0,0,
25/03 12:16:59,1,0,0,0,
25/03 12:17:07,0,1,0,0,
25/03 12:18:08,0,1,0,0,
25/03 12:19:08,0,1,0,0,
25/03 12:20:10,0,1,0,0,
25/03 12:21:11,0,1,0,0,
25/03 12:21:38,2,0,0,4,
25/03 12:21:39,2,0,0,0,
25/03 12:21:40,1,0,0,0,
25/03 12:22:13,0,1,0,0,
25/03 12:22:41,2,0,0,0,
25/03 12:22:44,1,0,0,0,
25/03 12:22:46,1,0,0,0,
25/03 12:23:14,0,1,0,0,
25/03 12:24:16,0,1,0,0,
25/03 12:24:35,1,0,0,0,
25/03 12:25:16,0,1,0,0,
25/03 12:26:17,2,0,0,0,
25/03 12:26:18,0,1,0,0,
25/03 12:27:20,0,1,0,0,
25/03 12:28:23,0,1,0,0,
25/03 12:29:26,0,1,0,0,
25/03 12:30:26,0,1,0,0,
25/03 12:30:54,3,0,0,4,
25/03 12:30:55,1,0,0,0,
25/03 12:31:27,0,1,0,0,
25/03 12:32:30,6,0,0,0,
25/03 12:32:31,0,1,0,0,
25/03 12:32:32,1,0,0,0,
25/03 12:33:31,0,1,0,0,
25/03 12:33:59,5,0,0,0,
25/03 12:34:01,1,0,0,0,
25/03 12:34:34,0,1,0,0,
25/03 12:35:36,0,1,0,0,
25/03 12:36:37,0,1,0,0,
25/03 12:37:38,0,1,0,0,
25/03 12:38:40,0,1,0,0,
25/03 12:39:30,1,0,0,0,
25/03 12:39:42,0,1,0,0,
25/03 12:40:44,0,1,0,0,
25/03 12:41:34,3,0,0,4,
25/03 12:41:47,0,1,0,0,
25/03 12:42:50,0,1,0,0,
25/03 12:43:51,0,1,0,0,
25/03 12:44:51,0,1,0,0,
25/03 12:45:53,0,1,0,0,
25/03 12:46:54,0,1,0,0,
25/03 12:47:55,0,1,0,0,
25/03 12:48:56,0,1,0,0,
25/03 12:50:00,0,1,0,0,
25/03 12:51:03,0,1,0,0,
25/03 12:52:04,0,1,0,0,
25/03 12:53:06,0,1,0,0,
25/03 12:54:08,0,1,0,0,
25/03 12:55:08,0,1,0,0,
25/03 12:56:09,0,1,0,0,
25/03 12:57:10,0,1,0,0,
25/03 12:58:12,0,1,0,0,
25/03 12:59:16,0,1,0,0,
25/03 13:00:19,0,1,0,0,
25/03 13:01:24,0,1,0,0,
25/03 13:02:27,0,1,0,0,
25/03 13:03:29,0,1,0,0,
25/03 13:04:31,0,1,0,0,
25/03 13:05:32,0,1,0,0,
25/03 13:06:33,0,1,0,0,
25/03 13:07:34,0,1,0,0,
25/03 13:08:35,0,1,0,0,
25/03 13:09:35,0,1,0,0,
25/03 13:10:38,0,1,0,0,
25/03 13:11:39,0,1,0,0,
25/03 13:12:41,0,1,0,0,
25/03 13:13:44,0,1,0,0,
25/03 13:14:45,0,1,0,0,
25/03 13:15:47,0,1,0,0,
25/03 13:16:49,0,1,0,0,
25/03 13:17:51,0,1,0,0,
25/03 13:18:52,0,1,0,0,
25/03 13:19:55,0,1,0,0,
25/03 13:20:56,0,1,0,0,
25/03 13:21:57,0,1,0,0,
25/03 13:22:59,0,1,0,0,
25/03 13:24:00,0,1,0,0,
25/03 13:25:01,0,1,0,0,
25/03 13:26:02,0,1,0,0,
25/03 13:27:06,0,1,0,0,
25/03 13:28:08,0,1,0,0,
25/03 13:29:08,0,1,0,0,
25/03 13:30:11,0,1,0,0,
25/03 13:31:13,0,1,0,0,
25/03 13:32:17,0,1,0,0,
25/03 13:33:17,0,1,0,0,
25/03 13:34:04,2,0,0,4,
25/03 13:34:05,2,0,0,0,
25/03 13:34:19,0,1,0,0,
25/03 13:35:20,0,1,0,0,
25/03 13:35:27,2,0,0,4,
25/03 13:35:29,1,0,0,0,
25/03 13:36:21,0,1,0,0,
25/03 13:37:22,0,1,0,0,
25/03 13:38:23,0,1,0,0,
25/03 13:38:39,2,0,0,4,
25/03 13:38:40,2,0,0,0,
25/03 13:39:23,0,1,0,0,
25/03 13:40:15,2,0,0,4,
25/03 13:40:16,4,0,0,0,
25/03 13:40:24,0,1,0,0,
25/03 13:41:25,0,1,0,0,
25/03 13:42:27,0,1,0,0,
25/03 13:43:30,0,1,0,0,
25/03 13:44:20,2,0,0,0,
25/03 13:44:33,0,1,0,0,
25/03 13:45:33,0,1,0,0,
25/03 13:46:34,0,1,0,0,
25/03 13:47:03,2,0,0,2,
25/03 13:47:28,2,0,0,4,
25/03 13:47:29,5,0,0,0,
25/03 13:47:34,0,1,0,0,
25/03 13:47:54,2,0,0,4,
25/03 13:48:29,1,0,0,0,
25/03 13:48:34,0,1,0,0,
25/03 13:49:05,1,0,0,0,
25/03 13:49:08,2,0,0,2,
25/03 13:49:09,2,0,0,0,
25/03 13:49:14,3,0,0,4,
25/03 13:49:16,4,0,0,0,
25/03 13:49:34,0,1,0,0,
25/03 13:49:49,1,0,0,0,
25/03 13:49:52,3,0,0,4,
25/03 13:49:54,2,0,0,0,
25/03 13:50:16,1,0,0,0,
25/03 13:50:25,2,0,0,0,
25/03 13:50:34,0,1,0,0,
25/03 13:50:36,2,0,0,0,
25/03 13:50:45,4,0,0,0,
25/03 13:50:49,4,0,0,4,
25/03 13:51:03,1,0,0,0,
25/03 13:51:15,2,0,0,4,
25/03 13:51:16,3,0,0,0,
25/03 13:51:27,1,0,0,0,
25/03 13:51:29,2,0,0,0,
25/03 13:51:34,0,1,0,0,
25/03 13:51:40,2,0,0,0,
25/03 13:52:35,0,1,0,0,
25/03 13:53:27,3,0,0,4,
25/03 13:53:35,0,1,0,0,
25/03 13:53:38,2,0,0,0,
25/03 13:53:40,2,0,0,0,
25/03 13:54:00,4,0,0,4,
25/03 13:54:12,1,0,0,0,
25/03 13:54:35,0,1,0,0,
25/03 13:54:43,3,0,0,4,
25/03 13:54:45,2,0,0,0,
25/03 13:54:47,1,0,0,0,
25/03 13:54:56,5,0,0,0,
25/03 13:55:08,3,0,0,4,
25/03 13:55:35,0,1,0,0,
25/03 13:55:46,3,0,0,4,
25/03 13:55:47,1,0,0,0,
25/03 13:55:58,2,0,0,0,
25/03 13:56:11,2,0,0,4,
25/03 13:56:12,5,0,0,0,
25/03 13:56:14,1,0,0,0,
25/03 13:56:23,1,0,0,0,
25/03 13:56:35,0,1,0,0,
25/03 13:56:47,1,0,0,0,
25/03 13:57:02,3,0,0,4,
25/03 13:57:03,1,0,0,0,
25/03 13:57:12,2,0,0,0,
25/03 13:57:25,1,0,0,0,
25/03 13:57:35,0,1,0,0,
25/03 13:58:03,2,0,0,4,
25/03 13:58:05,1,0,0,0,
25/03 13:58:34,1,0,0,0,
25/03 13:58:35,0,1,0,0,
25/03 13:58:36,4,0,0,0,
25/03 13:58:43,1,0,0,0,
25/03 13:59:05,1,0,0,0,
25/03 13:59:10,2,0,0,4,
25/03 13:59:36,0,1,0,0,
25/03 13:59:56,1,0,0,0,
25/03 14:00:36,0,1,0,0,
25/03 14:00:52,1,0,0,0,
25/03 14:01:18,1,0,0,0,
25/03 14:01:27,1,0,0,0,
25/03 14:01:36,4,1,0,4,
25/03 14:02:22,2,0,0,4,
25/03 14:02:36,0,1,0,0,
25/03 14:02:52,1,0,0,0,
25/03 14:03:00,2,0,0,0,
25/03 14:03:36,0,1,0,0,
25/03 14:03:58,1,0,0,0,
25/03 14:04:09,1,0,0,0,
25/03 14:04:15,3,0,0,4,
25/03 14:04:16,1,0,0,0,
25/03 14:04:36,0,1,0,0,
25/03 14:04:41,2,0,0,4,
25/03 14:04:43,1,0,0,0,
25/03 14:04:58,2,0,0,0,
25/03 14:05:00,3,0,0,0,
25/03 14:05:12,1,0,0,0,
25/03 14:05:17,3,0,0,4,
25/03 14:05:18,1,0,0,0,
25/03 14:05:37,0,1,0,0,
25/03 14:05:49,2,0,0,0,
25/03 14:05:52,3,0,0,4,
25/03 14:05:54,1,0,0,0,
25/03 14:06:27,1,0,0,0,
25/03 14:06:37,0,1,0,0,
25/03 14:06:43,2,0,0,0,
25/03 14:07:05,3,0,0,4,
25/03 14:07:20,6,0,0,4,
25/03 14:07:37,0,1,0,0,
25/03 14:08:03,3,0,0,4,
25/03 14:08:05,1,0,0,0,
25/03 14:08:37,0,1,0,0,
25/03 14:09:00,1,0,0,0,
25/03 14:09:37,0,1,0,0,
25/03 14:09:45,1,0,0,0,
25/03 14:09:55,2,0,0,4,
25/03 14:09:56,1,0,0,0,
25/03 14:10:27,3,0,0,4,
25/03 14:10:37,0,1,0,0,
25/03 14:10:45,1,0,0,0,
25/03 14:11:18,2,0,0,0,
25/03 14:11:28,2,0,0,4,
25/03 14:11:32,1,0,0,0,
25/03 14:11:34,1,0,0,0,
25/03 14:11:38,0,1,0,0,
25/03 14:11:53,3,0,0,4,
25/03 14:11:54,4,0,0,0,
25/03 14:12:20,1,0,0,0,
25/03 14:12:38,0,1,0,0,
25/03 14:12:52,1,0,0,0,
25/03 14:12:56,1,0,0,0,
25/03 14:12:58,1,0,0,0,
25/03 14:13:04,2,0,0,4,
25/03 14:13:22,3,0,0,4,
25/03 14:13:25,1,0,0,0,
25/03 14:13:36,1,0,0,0,
25/03 14:13:38,0,1,0,0,
25/03 14:14:23,1,0,0,0,
25/03 14:14:32,2,0,0,0,
25/03 14:14:34,1,0,0,0,
25/03 14:14:38,0,1,0,0,
25/03 14:14:48,2,0,0,4,
25/03 14:14:49,1,0,0,0,
25/03 14:14:54,1,0,0,0,
25/03 14:15:02,3,0,0,4,
25/03 14:15:03,1,0,0,0,
25/03 14:15:23,1,0,0,0,
25/03 14:15:27,2,0,0,0,
25/03 14:15:29,3,0,0,0,
25/03 14:15:38,0,1,0,0,
25/03 14:15:56,1,0,0,0,
25/03 14:16:29,2,0,0,4,
25/03 14:16:32,2,0,0,0,
25/03 14:16:38,0,1,0,0,
25/03 14:16:42,2,0,0,4,
25/03 14:16:43,2,0,0,0,
25/03 14:17:39,0,1,0,0,
25/03 14:17:42,2,0,0,4,
25/03 14:17:43,2,0,0,0,
25/03 14:17:54,2,0,0,4,
25/03 14:17:56,3,0,0,0,
25/03 14:18:23,1,0,0,0,
25/03 14:18:36,1,0,0,0,
25/03 14:18:39,0,1,0,0,
25/03 14:18:42,3,0,0,4,
25/03 14:18:43,2,0,0,0,
25/03 14:19:11,3,0,0,4,
25/03 14:19:39,0,1,0,0,
25/03 14:19:41,4,0,0,0,
25/03 14:19:44,2,0,0,4,
25/03 14:19:45,3,0,0,0,
25/03 14:20:11,2,0,0,4,
25/03 14:20:12,3,0,0,0,
25/03 14:20:39,0,1,0,0,
25/03 14:20:51,3,0,0,4,
25/03 14:20:52,3,0,0,0,
25/03 14:20:54,1,0,0,0,
25/03 14:21:08,2,0,0,4,
25/03 14:21:09,3,0,0,0,
25/03 14:21:39,0,1,0,0,
25/03 14:21:50,2,0,0,4,
25/03 14:21:52,1,0,0,0,
25/03 14:22:09,4,0,0,4,
25/03 14:22:39,0,1,0,0,
25/03 14:22:48,2,0,0,4,
25/03 14:22:49,1,0,0,0,
25/03 14:23:08,2,0,0,4,
25/03 14:23:09,2,0,0,0,
25/03 14:23:39,0,1,0,0,
25/03 14:23:47,5,0,0,4,
25/03 14:24:08,3,0,0,4,
25/03 14:24:10,3,0,0,0,
25/03 14:24:40,0,1,0,0,
25/03 14:24:52,2,0,0,4,
25/03 14:24:54,3,0,0,0,
25/03 14:25:11,2,0,0,4,
25/03 14:25:12,4,0,0,0,
25/03 14:25:40,0,1,0,0,
25/03 14:25:54,3,0,0,4,
25/03 14:25:56,1,0,0,0,
25/03 14:26:14,3,0,0,4,
25/03 14:26:40,0,1,0,0,
25/03 14:26:56,2,0,0,4,
25/03 14:27:17,3,0,0,4,
25/03 14:27:19,1,0,0,0,
25/03 14:27:40,0,1,0,0,
25/03 14:27:55,2,0,0,4,
25/03 14:27:56,1,0,0,0,
25/03 14:28:14,3,0,0,4,
25/03 14:28:40,0,1,0,0,
25/03 14:28:57,3,0,0,4,
25/03 14:28:59,1,0,0,0,
25/03 14:29:17,3,0,0,4,
25/03 14:29:19,1,0,0,0,
25/03 14:29:40,0,1,0,0,
25/03 14:29:56,3,0,0,4,
25/03 14:29:59,2,0,0,0,
25/03 14:30:14,3,0,0,4,
25/03 14:30:16,1,0,0,0,
25/03 14:30:41,0,1,0,0,
25/03 14:30:55,3,0,0,4,
25/03 14:30:56,4,0,0,0,
25/03 14:31:11,3,0,0,4,
25/03 14:31:41,0,1,0,0,
25/03 14:31:55,2,0,0,4,
25/03 14:31:56,1,0,0,0,
25/03 14:32:11,2,0,0,4,
25/03 14:32:12,3,0,0,0,
25/03 14:32:41,0,1,0,0,
25/03 14:32:57,3,0,0,4,
25/03 14:32:59,1,0,0,0,
25/03 14:33:13,3,0,0,4,
25/03 14:33:41,0,1,0,0,
25/03 14:33:55,3,0,0,4,
25/03 14:33:56,1,0,0,0,
25/03 14:34:09,3,0,0,4,
25/03 14:34:10,4,0,0,0,
25/03 14:34:41,0,1,0,0,
25/03 14:34:56,3,0,0,4,
25/03 14:34:57,1,0,0,0,
25/03 14:35:10,2,0,0,4,
25/03 14:35:12,1,0,0,0,
25/03 14:35:41,0,1,0,0,
25/03 14:36:04,2,0,0,4,
25/03 14:36:17,2,0,0,4,
25/03 14:36:19,2,0,0,0,
25/03 14:36:42,0,1,0,0,
25/03 14:37:02,2,0,0,4,
25/03 14:37:17,3,0,0,4,
25/03 14:37:19,5,0,0,0,
25/03 14:37:42,0,1,0,0,
25/03 14:37:59,3,0,0,4,
25/03 14:38:01,2,0,0,0,
25/03 14:38:16,2,0,0,4,
25/03 14:38:17,4,0,0,0,
25/03 14:38:42,0,1,0,0,
25/03 14:39:00,3,0,0,4,
25/03 14:39:01,3,0,0,0,
25/03 14:39:16,3,0,0,4,
25/03 14:39:42,0,1,0,0,
25/03 14:39:58,2,0,0,4,
25/03 14:39:59,3,0,0,0,
25/03 14:40:14,3,0,0,4,
25/03 14:40:15,1,0,0,0,
25/03 14:40:42,0,1,0,0,
25/03 14:40:58,2,0,0,4,
25/03 14:41:14,3,0,0,4,
25/03 14:41:15,3,0,0,0,
25/03 14:41:42,0,1,0,0,
25/03 14:41:59,0,0,0,1,
25/03 14:42:00,3,0,0,3,
25/03 14:42:01,4,0,0,0,
25/03 14:42:05,3,0,0,4,
25/03 14:42:06,5,0,0,0,
25/03 14:42:43,0,1,0,0,
25/03 14:42:58,2,0,0,4,
25/03 14:42:59,3,0,0,0,
25/03 14:43:02,0,0,0,1,
25/03 14:43:03,2,0,0,3,
25/03 14:43:04,2,0,0,0,
25/03 14:43:43,0,1,0,0,
25/03 14:43:56,3,0,0,4,
25/03 14:43:57,2,0,0,0,
25/03 14:44:00,3,0,0,4,
25/03 14:44:01,1,0,0,0,
25/03 14:44:43,0,1,0,0,
25/03 14:44:58,0,0,0,1,
25/03 14:44:59,4,0,0,3,
25/03 14:45:03,2,0,0,4,
25/03 14:45:04,1,0,0,0,
25/03 14:45:43,0,1,0,0,
25/03 14:45:56,2,0,0,4,
25/03 14:46:00,3,0,0,4,
25/03 14:46:02,6,0,0,0,
25/03 14:46:43,0,1,0,0,
25/03 14:46:53,2,0,0,4,
25/03 14:46:55,1,0,0,0,
25/03 14:46:58,3,0,0,4,
25/03 14:46:59,1,0,0,0,
25/03 14:47:44,0,1,0,0,
25/03 14:47:51,2,0,0,4,
25/03 14:47:53,4,0,0,0,
25/03 14:47:56,3,0,0,4,
25/03 14:47:57,3,0,0,0,
25/03 14:48:44,0,1,0,0,
25/03 14:48:49,3,0,0,4,
25/03 14:48:50,3,0,0,0,
25/03 14:48:53,1,0,0,2,
25/03 14:48:54,2,0,0,2,
25/03 14:48:55,1,0,0,0,
25/03 14:49:44,0,1,0,0,
25/03 14:49:47,3,0,0,4,
25/03 14:49:48,2,0,0,0,
25/03 14:49:51,3,0,0,4,
25/03 14:49:53,2,0,0,0,
25/03 14:50:44,0,1,0,0,
25/03 14:50:45,3,0,0,4,
25/03 14:50:46,3,0,0,0,
25/03 14:50:49,2,0,0,4,
25/03 14:50:50,2,0,0,0,
25/03 14:51:42,3,0,0,4,
25/03 14:51:44,2,1,0,0,
25/03 14:51:47,3,0,0,4,
25/03 14:51:48,4,0,0,0,
25/03 14:52:44,3,1,0,4,
25/03 14:52:46,4,0,0,0,
25/03 14:52:48,1,0,0,0,
25/03 14:52:49,2,0,0,4,
25/03 14:52:50,4,0,0,0,
25/03 14:53:43,3,0,0,4,
25/03 14:53:44,3,0,0,0,
25/03 14:53:45,0,1,0,0,
25/03 14:53:46,1,0,0,0,
25/03 14:53:47,2,0,0,4,
25/03 14:53:48,4,0,0,0,
25/03 14:54:40,3,0,0,4,
25/03 14:54:42,4,0,0,0,
25/03 14:54:45,2,1,0,4,
25/03 14:54:46,1,0,0,0,
25/03 14:55:38,3,0,0,4,
25/03 14:55:39,1,0,0,0,
25/03 14:55:42,0,0,0,1,
25/03 14:55:43,2,0,0,3,
25/03 14:55:44,2,0,0,0,
25/03 14:55:45,0,1,0,0,
25/03 14:56:41,2,0,0,4,
25/03 14:56:42,5,0,0,0,
25/03 14:56:45,0,1,0,0,
25/03 14:56:46,2,0,0,4,
25/03 14:56:48,2,0,0,0,
25/03 14:57:40,3,0,0,4,
25/03 14:57:42,2,0,0,0,
25/03 14:57:45,2,1,0,4,
25/03 14:57:46,2,0,0,0,
25/03 14:58:39,2,0,0,4,
25/03 14:58:44,3,0,0,4,
25/03 14:58:45,0,1,0,0,
25/03 14:59:37,4,0,0,4,
25/03 14:59:41,2,0,0,4,
25/03 14:59:42,3,0,0,0,
25/03 14:59:46,0,1,0,0,
25/03 15:00:36,3,0,0,4,
25/03 15:00:37,2,0,0,0,
25/03 15:00:41,3,0,0,4,
25/03 15:00:42,1,0,0,0,
25/03 15:00:46,0,1,0,0,
25/03 15:01:35,2,0,0,4,
25/03 15:01:37,2,0,0,0,
25/03 15:01:39,5,0,0,2,
25/03 15:01:46,0,1,0,0,
25/03 15:02:28,1,0,0,2,
25/03 15:02:29,254,0,0,0,
25/03 15:02:46,0,1,0,0,
25/03 15:03:47,0,1,0,0,
25/03 15:04:47,0,1,0,0,
25/03 15:05:39,41,0,0,0,
25/03 15:05:47,0,1,0,0,
25/03 15:06:41,30,0,0,0,
25/03 15:06:47,0,1,0,0,
25/03 15:07:47,0,1,0,0,
25/03 15:08:48,0,1,0,0,
25/03 15:08:50,1,0,0,0,
25/03 15:09:48,0,1,0,0,
25/03 15:10:48,0,1,0,0,
25/03 15:11:48,0,1,0,0,
25/03 15:12:48,0,1,0,0,
25/03 15:13:02,25,0,0,0,
25/03 15:13:49,0,1,0,0,
25/03 15:14:26,1,0,0,0,
25/03 15:14:49,0,1,0,0,
25/03 15:15:11,2,0,0,0,
25/03 15:15:49,0,1,0,0,
25/03 15:16:42,1,0,0,0,
25/03 15:16:43,1,0,0,0,
25/03 15:16:49,0,1,0,0,
25/03 15:17:50,0,1,0,0,
25/03 15:18:50,0,1,0,0,
25/03 15:19:24,20,0,0,0,
25/03 15:19:50,0,1,0,0,
25/03 15:20:50,0,1,0,0,
25/03 15:20:59,1,0,0,0,
25/03 15:21:30,40,0,0,0,
25/03 15:21:51,0,1,0,0,
25/03 15:22:51,0,1,0,0,
25/03 15:23:04,1,0,0,0,
25/03 15:23:51,0,1,0,0,
25/03 15:24:52,0,1,0,0,
25/03 15:25:44,34,0,0,0,
25/03 15:25:52,0,1,0,0,
25/03 15:26:52,0,1,0,0,
25/03 15:27:22,1,0,0,0,
25/03 15:27:52,0,1,0,0,
25/03 15:28:53,0,1,0,0,
25/03 15:29:53,0,1,0,0,
25/03 15:30:53,0,1,0,0,
25/03 15:31:53,0,1,0,0,
25/03 15:32:54,0,1,0,0,
25/03 15:33:54,0,1,0,0,
25/03 15:34:12,24,0,0,0,
25/03 15:34:54,0,1,0,0,
25/03 15:35:55,0,1,0,0,
25/03 15:36:55,0,1,0,0,
25/03 15:37:22,24,0,0,0,
25/03 15:37:55,0,1,0,0,
25/03 15:38:24,32,0,0,0,
25/03 15:38:55,0,1,0,0,
25/03 15:39:55,0,1,0,0,
25/03 15:40:55,0,1,0,0,
25/03 15:41:05,1,0,0,0,
25/03 15:41:34,35,0,0,0,
25/03 15:41:56,0,1,0,0,
25/03 15:42:56,0,1,0,0,
25/03 15:43:21,1,0,0,0,
25/03 15:43:56,0,1,0,0,
25/03 15:44:50,1,0,0,0,
25/03 15:44:56,0,1,0,0,
25/03 15:45:57,0,1,0,0,
25/03 15:46:51,23,0,0,0,
25/03 15:46:57,0,1,0,0,
25/03 15:47:57,0,1,0,0,
25/03 15:48:57,0,1,0,0,
25/03 15:49:58,0,1,0,0,
25/03 15:50:00,28,0,0,0,
25/03 15:50:58,0,1,0,0,
25/03 15:51:58,0,1,0,0,
25/03 15:52:58,0,1,0,0,
25/03 15:53:59,1,1,0,0,
25/03 15:54:13,28,0,0,0,
25/03 15:54:59,0,1,0,0,
25/03 15:55:59,0,1,0,0,
25/03 15:56:59,0,1,0,0,
25/03 15:57:59,0,1,0,0,
25/03 15:58:27,9,0,0,0,
25/03 15:59:00,0,1,0,0,
25/03 15:59:01,1,0,0,0,
25/03 15:59:28,23,0,0,0,
25/03 16:00:00,0,1,0,0,
25/03 16:01:00,0,1,0,0,
25/03 16:01:37,1,0,0,0,
25/03 16:02:00,0,1,0,0,
25/03 16:03:00,0,1,0,0,
25/03 16:03:42,26,0,0,0,
25/03 16:04:01,0,1,0,0,
25/03 16:05:01,0,1,0,0,
25/03 16:05:58,1,0,0,0,
25/03 16:06:01,0,1,0,0,
25/03 16:06:52,26,0,0,0,
25/03 16:07:01,0,1,0,0,
25/03 16:08:02,0,1,0,0,
25/03 16:09:02,0,1,0,0,
25/03 16:10:01,23,0,0,0,
25/03 16:10:02,0,1,0,0,
25/03 16:10:57,1,0,0,0,
25/03 16:11:02,0,1,0,0,
25/03 16:12:02,0,1,0,0,
25/03 16:12:06,18,0,0,0,
25/03 16:13:02,0,1,0,0,
25/03 16:13:09,26,0,0,0,
25/03 16:13:13,1,0,0,0,
25/03 16:14:03,0,1,0,0,
25/03 16:15:03,0,1,0,0,
25/03 16:15:14,23,0,0,0,
25/03 16:16:03,0,1,0,0,
25/03 16:17:03,0,1,0,0,
25/03 16:18:03,0,1,0,0,
25/03 16:18:23,27,0,0,0,
25/03 16:19:04,0,1,0,0,
25/03 16:20:04,0,1,0,0,
25/03 16:20:26,1,0,0,0,
25/03 16:20:55,1,0,0,0,
25/03 16:21:04,0,1,0,0,
25/03 16:22:04,0,1,0,0,
25/03 16:22:40,1,0,0,0,
25/03 16:23:04,0,1,0,0,
25/03 16:24:05,0,1,0,0,
25/03 16:24:44,20,0,0,0,
25/03 16:25:05,0,1,0,0,
25/03 16:26:05,0,1,0,0,
25/03 16:26:32,1,0,0,0,
25/03 16:27:05,0,1,0,0,
25/03 16:27:30,1,0,0,0,
25/03 16:27:54,23,0,0,0,
25/03 16:28:05,0,1,0,0,
25/03 16:29:06,0,1,0,0,
25/03 16:30:06,0,1,0,0,
25/03 16:31:03,18,0,0,0,
25/03 16:31:06,0,1,0,0,
25/03 16:32:06,0,1,0,0,
25/03 16:33:06,0,1,0,0,
25/03 16:34:06,0,1,0,0,
